"gene_id" "number_uORF"
"874" "ENSG00000112167" 1
"875" "ENSG00000112182" 1
"876" "ENSG00000112210" 1
"877" "ENSG00000112214" 1
"878" "ENSG00000112234" 1
"879" "ENSG00000112249" 1
"880" "ENSG00000112276" 1
"881" "ENSG00000112290" 1
"882" "ENSG00000112308" 4
"883" "ENSG00000112312" 1
"884" "ENSG00000112319" 1
"885" "ENSG00000112320" 1
"886" "ENSG00000112339" 1
"887" "ENSG00000112343" 1
"888" "ENSG00000112406" 1
"889" "ENSG00000112414" 1
"890" "ENSG00000112419" 1
"891" "ENSG00000112473" 1
"892" "ENSG00000112530" 1
"893" "ENSG00000112531" 1
"894" "ENSG00000112561" 1
"895" "ENSG00000112578" 1
"896" "ENSG00000112592" 1
"897" "ENSG00000112715" 1
"898" "ENSG00000112769" 1
"899" "ENSG00000112837" 1
"900" "ENSG00000112851" 1
"901" "ENSG00000112902" 2
"902" "ENSG00000112941" 1
"903" "ENSG00000112964" 1
"904" "ENSG00000112992" 1
"905" "ENSG00000113161" 1
"906" "ENSG00000113163" 1
"907" "ENSG00000113194" 1
"908" "ENSG00000113196" 1
"909" "ENSG00000113209" 2
"910" "ENSG00000113212" 1
"911" "ENSG00000113269" 1
"912" "ENSG00000113273" 3
"913" "ENSG00000113300" 1
"914" "ENSG00000113360" 2
"915" "ENSG00000113384" 1
"916" "ENSG00000113387" 1
"917" "ENSG00000113389" 1
"918" "ENSG00000113396" 1
"919" "ENSG00000113430" 1
"920" "ENSG00000113441" 1
"921" "ENSG00000113448" 2
"922" "ENSG00000113555" 1
"923" "ENSG00000113575" 1
"924" "ENSG00000113578" 3
"925" "ENSG00000113645" 1
"926" "ENSG00000113657" 1
"927" "ENSG00000113658" 1
"928" "ENSG00000113712" 1
"929" "ENSG00000113719" 1
"930" "ENSG00000113721" 6
"931" "ENSG00000113742" 1
"932" "ENSG00000113749" 1
"933" "ENSG00000113810" 1
"934" "ENSG00000113845" 1
"935" "ENSG00000113916" 1
"936" "ENSG00000114013" 1
"937" "ENSG00000114062" 3
"938" "ENSG00000114098" 1
"939" "ENSG00000114120" 1
"940" "ENSG00000114209" 1
"941" "ENSG00000114251" 3
"942" "ENSG00000114331" 1
"943" "ENSG00000114346" 1
"944" "ENSG00000114374" 1
"945" "ENSG00000114383" 1
"946" "ENSG00000114395" 1
"947" "ENSG00000114405" 1
"948" "ENSG00000114416" 3
"949" "ENSG00000114439" 3
"950" "ENSG00000114446" 1
"951" "ENSG00000114473" 1
"952" "ENSG00000114554" 1
"953" "ENSG00000114573" 1
"954" "ENSG00000114648" 1
"955" "ENSG00000114650" 1
"956" "ENSG00000114698" 2
"957" "ENSG00000114757" 1
"958" "ENSG00000114770" 1
"959" "ENSG00000114796" 1
"960" "ENSG00000114861" 3
"961" "ENSG00000114867" 1
"962" "ENSG00000114933" 2
"963" "ENSG00000114942" 1
"964" "ENSG00000114948" 1
"965" "ENSG00000114982" 1
"966" "ENSG00000115084" 1
"967" "ENSG00000115091" 1
"968" "ENSG00000115107" 1
"969" "ENSG00000115128" 1
"970" "ENSG00000115159" 1
"971" "ENSG00000115183" 3
"972" "ENSG00000115207" 3
"973" "ENSG00000115216" 1
"974" "ENSG00000115221" 2
"975" "ENSG00000115234" 2
"976" "ENSG00000115252" 1
"977" "ENSG00000115306" 3
"978" "ENSG00000115307" 1
"979" "ENSG00000115310" 1
"980" "ENSG00000115318" 1
"981" "ENSG00000115325" 1
"982" "ENSG00000115355" 2
"983" "ENSG00000115363" 2
"984" "ENSG00000115380" 1
"985" "ENSG00000115415" 1
"986" "ENSG00000115421" 1
"987" "ENSG00000115446" 1
"988" "ENSG00000115464" 1
"989" "ENSG00000115486" 1
"990" "ENSG00000115504" 2
"991" "ENSG00000115541" 1
"992" "ENSG00000115561" 1
"993" "ENSG00000115568" 2
"994" "ENSG00000115594" 2
"995" "ENSG00000115602" 1
"996" "ENSG00000115661" 1
"997" "ENSG00000115677" 1
"998" "ENSG00000115738" 1
"999" "ENSG00000115756" 1
"1000" "ENSG00000115758" 2
"1001" "ENSG00000115825" 2
"1002" "ENSG00000115935" 1
"1003" "ENSG00000115966" 2
"1004" "ENSG00000115977" 1
"1005" "ENSG00000115993" 4
"1006" "ENSG00000115998" 1
"1007" "ENSG00000116128" 1
"1008" "ENSG00000116132" 1
"1009" "ENSG00000116141" 1
"1010" "ENSG00000116161" 1
"1011" "ENSG00000116194" 1
"1012" "ENSG00000116198" 1
"1013" "ENSG00000116199" 1
"1014" "ENSG00000116209" 1
"1015" "ENSG00000116212" 1
"1016" "ENSG00000116221" 1
"1017" "ENSG00000116251" 1
"1018" "ENSG00000116285" 2
"1019" "ENSG00000116396" 1
"1020" "ENSG00000116459" 1
"1021" "ENSG00000116473" 2
"1022" "ENSG00000116497" 1
"1023" "ENSG00000116584" 2
"1024" "ENSG00000116604" 2
"1025" "ENSG00000116679" 1
"1026" "ENSG00000116688" 2
"1027" "ENSG00000116691" 1
"1028" "ENSG00000116698" 2
"1029" "ENSG00000116809" 1
"1030" "ENSG00000116857" 2
"1031" "ENSG00000116898" 1
"1032" "ENSG00000116903" 1
"1033" "ENSG00000116906" 1
"1034" "ENSG00000116922" 1
"1035" "ENSG00000116991" 3
"1036" "ENSG00000117010" 1
"1037" "ENSG00000117036" 1
"1038" "ENSG00000117054" 1
"1039" "ENSG00000117069" 1
"1040" "ENSG00000117114" 2
"1041" "ENSG00000117118" 1
"1042" "ENSG00000117122" 3
"1043" "ENSG00000117152" 1
"1044" "ENSG00000117154" 1
"1045" "ENSG00000117280" 2
"1046" "ENSG00000117298" 1
"1047" "ENSG00000117408" 2
"1048" "ENSG00000117450" 1
"1049" "ENSG00000117461" 1
"1050" "ENSG00000117475" 1
"1051" "ENSG00000117479" 1
"1052" "ENSG00000117481" 1
"1053" "ENSG00000117505" 1
"1054" "ENSG00000117519" 1
"1055" "ENSG00000117523" 1
"1056" "ENSG00000117528" 1
"1057" "ENSG00000117533" 1
"1058" "ENSG00000117586" 1
"1059" "ENSG00000117593" 1
"1060" "ENSG00000117595" 1
"1061" "ENSG00000117640" 1
"1062" "ENSG00000117643" 1
"1063" "ENSG00000117682" 1
"1064" "ENSG00000117707" 1
"1065" "ENSG00000117862" 1
"1066" "ENSG00000117877" 1
"1067" "ENSG00000118046" 1
"1068" "ENSG00000118181" 1
"1069" "ENSG00000118257" 2
"1070" "ENSG00000118263" 2
"1071" "ENSG00000118454" 1
"1072" "ENSG00000118482" 1
"1073" "ENSG00000118495" 4
"1074" "ENSG00000118503" 1
"1075" "ENSG00000118518" 1
"1076" "ENSG00000118564" 2
"1077" "ENSG00000118596" 1
"1078" "ENSG00000118600" 1
"1079" "ENSG00000118655" 1
"1080" "ENSG00000118689" 2
"1081" "ENSG00000118762" 1
"1082" "ENSG00000118777" 1
"1083" "ENSG00000118804" 1
"1084" "ENSG00000118816" 1
"1085" "ENSG00000118946" 8
"1086" "ENSG00000118985" 1
"1087" "ENSG00000119013" 1
"1088" "ENSG00000119138" 3
"1089" "ENSG00000119185" 3
"1090" "ENSG00000119203" 1
"1091" "ENSG00000119242" 1
"1092" "ENSG00000119280" 1
"1093" "ENSG00000119285" 1
"1094" "ENSG00000119318" 4
"1095" "ENSG00000119383" 2
"1096" "ENSG00000119397" 1
"1097" "ENSG00000119401" 1
"1098" "ENSG00000119402" 1
"1099" "ENSG00000119414" 1
"1100" "ENSG00000119446" 1
"1101" "ENSG00000119487" 2
"1102" "ENSG00000119508" 1
"1103" "ENSG00000119509" 2
"1104" "ENSG00000119535" 1
"1105" "ENSG00000119574" 1
"1106" "ENSG00000119616" 1
"1107" "ENSG00000119630" 2
"1108" "ENSG00000119669" 1
"1109" "ENSG00000119682" 2
"1110" "ENSG00000119686" 1
"1111" "ENSG00000119699" 3
"1112" "ENSG00000119718" 1
"1113" "ENSG00000119760" 1
"1114" "ENSG00000119772" 1
"1115" "ENSG00000119778" 1
"1116" "ENSG00000119801" 2
"1117" "ENSG00000119820" 1
"1118" "ENSG00000119844" 2
"1119" "ENSG00000119865" 2
"1120" "ENSG00000119922" 2
"1121" "ENSG00000119927" 1
"1122" "ENSG00000119969" 1
"1123" "ENSG00000119986" 3
"1124" "ENSG00000120156" 2
"1125" "ENSG00000120162" 1
"1126" "ENSG00000120251" 1
"1127" "ENSG00000120278" 2
"1128" "ENSG00000120280" 1
"1129" "ENSG00000120306" 1
"1130" "ENSG00000120324" 1
"1131" "ENSG00000120334" 2
"1132" "ENSG00000120451" 2
"1133" "ENSG00000120539" 1
"1134" "ENSG00000120549" 4
"1135" "ENSG00000120594" 2
"1136" "ENSG00000120616" 1
"1137" "ENSG00000120656" 1
"1138" "ENSG00000120658" 2
"1139" "ENSG00000120685" 3
"1140" "ENSG00000120688" 1
"1141" "ENSG00000120690" 2
"1142" "ENSG00000120693" 1
"1143" "ENSG00000120694" 1
"1144" "ENSG00000120705" 2
"1145" "ENSG00000120742" 4
"1146" "ENSG00000120756" 1
"1147" "ENSG00000120784" 1
"1148" "ENSG00000120800" 1
"1149" "ENSG00000120805" 1
"1150" "ENSG00000120832" 1
"1151" "ENSG00000120833" 1
"1152" "ENSG00000120875" 1
"1153" "ENSG00000120889" 1
"1154" "ENSG00000120896" 1
"1155" "ENSG00000120907" 1
"1156" "ENSG00000120913" 1
"1157" "ENSG00000120942" 1
"1158" "ENSG00000120992" 1
"1159" "ENSG00000121022" 2
"1160" "ENSG00000121039" 1
"1161" "ENSG00000121057" 1
"1162" "ENSG00000121067" 1
"1163" "ENSG00000121236" 1
"1164" "ENSG00000121281" 2
"1165" "ENSG00000121413" 1
"1166" "ENSG00000121486" 1
"1167" "ENSG00000121577" 3
"1168" "ENSG00000121578" 1
"1169" "ENSG00000121766" 1
"1170" "ENSG00000121864" 1
"1171" "ENSG00000121879" 1
"1172" "ENSG00000121892" 2
"1173" "ENSG00000121897" 1
"1174" "ENSG00000121933" 2
"1175" "ENSG00000121957" 1
"1176" "ENSG00000121989" 1
"1177" "ENSG00000122008" 1
"1178" "ENSG00000122033" 2
"1179" "ENSG00000122042" 2
"1180" "ENSG00000122188" 1
"1181" "ENSG00000122203" 2
"1182" "ENSG00000122257" 1
"1183" "ENSG00000122359" 4
"1184" "ENSG00000122367" 1
"1185" "ENSG00000122417" 2
"1186" "ENSG00000122420" 1
"1187" "ENSG00000122482" 1
"1188" "ENSG00000122483" 1
"1189" "ENSG00000122490" 1
"1190" "ENSG00000122507" 1
"1191" "ENSG00000122545" 1
"1192" "ENSG00000122547" 1
"1193" "ENSG00000122565" 2
"1194" "ENSG00000122641" 1
"1195" "ENSG00000122642" 1
"1196" "ENSG00000122644" 1
"1197" "ENSG00000122687" 1
"1198" "ENSG00000122691" 1
"1199" "ENSG00000122696" 1
"1200" "ENSG00000122786" 1
"1201" "ENSG00000122863" 2
"1202" "ENSG00000122912" 1
"1203" "ENSG00000122965" 1
"1204" "ENSG00000122970" 2
"1205" "ENSG00000123080" 2
"1206" "ENSG00000123094" 1
"1207" "ENSG00000123124" 1
"1208" "ENSG00000123130" 1
"1209" "ENSG00000123154" 1
"1210" "ENSG00000123159" 1
"1211" "ENSG00000123200" 1
"1212" "ENSG00000123240" 1
"1213" "ENSG00000123268" 1
"1214" "ENSG00000123358" 1
"1215" "ENSG00000123384" 1
"1216" "ENSG00000123395" 1
"1217" "ENSG00000123411" 1
"1218" "ENSG00000123415" 1
"1219" "ENSG00000123500" 1
"1220" "ENSG00000123562" 3
"1221" "ENSG00000123570" 1
"1222" "ENSG00000123595" 1
"1223" "ENSG00000123636" 1
"1224" "ENSG00000123684" 1
"1225" "ENSG00000123689" 1
"1226" "ENSG00000123810" 1
"1227" "ENSG00000123815" 1
"1228" "ENSG00000123977" 1
"1229" "ENSG00000123992" 1
"1230" "ENSG00000124151" 1
"1231" "ENSG00000124209" 2
"1232" "ENSG00000124214" 1
"1233" "ENSG00000124222" 2
"1234" "ENSG00000124225" 1
"1235" "ENSG00000124257" 1
"1236" "ENSG00000124374" 2
"1237" "ENSG00000124383" 1
"1238" "ENSG00000124459" 1
"1239" "ENSG00000124479" 1
"1240" "ENSG00000124486" 3
"1241" "ENSG00000124493" 1
"1242" "ENSG00000124496" 1
"1243" "ENSG00000124508" 1
"1244" "ENSG00000124535" 1
"1245" "ENSG00000124570" 1
"1246" "ENSG00000124587" 1
"1247" "ENSG00000124588" 1
"1248" "ENSG00000124596" 1
"1249" "ENSG00000124762" 1
"1250" "ENSG00000124766" 2
"1251" "ENSG00000124772" 1
"1252" "ENSG00000124784" 1
"1253" "ENSG00000124785" 1
"1254" "ENSG00000124786" 1
"1255" "ENSG00000124788" 2
"1256" "ENSG00000124813" 1
"1257" "ENSG00000124839" 1
"1258" "ENSG00000125089" 1
"1259" "ENSG00000125107" 1
"1260" "ENSG00000125148" 1
"1261" "ENSG00000125170" 4
"1262" "ENSG00000125247" 1
"1263" "ENSG00000125266" 3
"1264" "ENSG00000125304" 2
"1265" "ENSG00000125378" 2
"1266" "ENSG00000125388" 1
"1267" "ENSG00000125398" 1
"1268" "ENSG00000125430" 1
"1269" "ENSG00000125454" 1
"1270" "ENSG00000125534" 1
"1271" "ENSG00000125686" 1
"1272" "ENSG00000125753" 2
"1273" "ENSG00000125755" 1
"1274" "ENSG00000125841" 3
"1275" "ENSG00000125845" 3
"1276" "ENSG00000125848" 3
"1277" "ENSG00000125868" 2
"1278" "ENSG00000125877" 1
"1279" "ENSG00000125945" 2
"1280" "ENSG00000125962" 1
"1281" "ENSG00000125970" 2
"1282" "ENSG00000126001" 1
"1283" "ENSG00000126010" 1
"1284" "ENSG00000126012" 2
"1285" "ENSG00000126217" 1
"1286" "ENSG00000126247" 1
"1287" "ENSG00000126264" 1
"1288" "ENSG00000126267" 1
"1289" "ENSG00000126351" 1
"1290" "ENSG00000126368" 1
"1291" "ENSG00000126457" 1
"1292" "ENSG00000126464" 1
"1293" "ENSG00000126524" 1
"1294" "ENSG00000126581" 1
"1295" "ENSG00000126705" 2
"1296" "ENSG00000126767" 1
"1297" "ENSG00000126773" 2
"1298" "ENSG00000126785" 3
"1299" "ENSG00000126803" 1
"1300" "ENSG00000126804" 2
"1301" "ENSG00000126882" 1
"1302" "ENSG00000126934" 2
"1303" "ENSG00000126945" 1
"1304" "ENSG00000127022" 1
"1305" "ENSG00000127081" 1
"1306" "ENSG00000127084" 1
"1307" "ENSG00000127124" 1
"1308" "ENSG00000127314" 1
"1309" "ENSG00000127324" 1
"1310" "ENSG00000127337" 1
"1311" "ENSG00000127399" 1
"1312" "ENSG00000127472" 3
"1313" "ENSG00000127483" 1
"1314" "ENSG00000127580" 3
"1315" "ENSG00000127603" 8
"1316" "ENSG00000127774" 1
"1317" "ENSG00000127804" 1
"1318" "ENSG00000127863" 1
"1319" "ENSG00000127946" 1
"1320" "ENSG00000127952" 3
"1321" "ENSG00000127954" 1
"1322" "ENSG00000128000" 2
"1323" "ENSG00000128185" 1
"1324" "ENSG00000128191" 4
"1325" "ENSG00000128245" 1
"1326" "ENSG00000128266" 1
"1327" "ENSG00000128272" 1
"1328" "ENSG00000128274" 1
"1329" "ENSG00000128283" 2
"1330" "ENSG00000128294" 1
"1331" "ENSG00000128335" 1
"1332" "ENSG00000128346" 1
"1333" "ENSG00000128512" 1
"1334" "ENSG00000128513" 1
"1335" "ENSG00000128563" 1
"1336" "ENSG00000128581" 1
"1337" "ENSG00000128585" 1
"1338" "ENSG00000128590" 1
"1339" "ENSG00000128591" 1
"1340" "ENSG00000128595" 4
"1341" "ENSG00000128609" 2
"1342" "ENSG00000128610" 1
"1343" "ENSG00000128626" 2
"1344" "ENSG00000128641" 1
"1345" "ENSG00000128656" 3
"1346" "ENSG00000128699" 5
"1347" "ENSG00000128739" 3
"1348" "ENSG00000128805" 2
"1349" "ENSG00000128833" 1
"1350" "ENSG00000128881" 2
"1351" "ENSG00000128923" 1
"1352" "ENSG00000128989" 1
"1353" "ENSG00000129007" 1
"1354" "ENSG00000129055" 2
"1355" "ENSG00000129083" 1
"1356" "ENSG00000129084" 1
"1357" "ENSG00000129116" 1
"1358" "ENSG00000129235" 1
"1359" "ENSG00000129292" 1
"1360" "ENSG00000129317" 1
"1361" "ENSG00000129467" 1
"1362" "ENSG00000129473" 1
"1363" "ENSG00000129534" 1
"1364" "ENSG00000129535" 1
"1365" "ENSG00000129538" 1
"1366" "ENSG00000129596" 1
"1367" "ENSG00000129657" 4
"1368" "ENSG00000129675" 2
"1369" "ENSG00000129682" 1
"1370" "ENSG00000129691" 1
"1371" "ENSG00000129925" 1
"1372" "ENSG00000129932" 1
"1373" "ENSG00000129991" 1
"1374" "ENSG00000130054" 2
"1375" "ENSG00000130066" 1
"1376" "ENSG00000130119" 2
"1377" "ENSG00000130147" 2
"1378" "ENSG00000130159" 1
"1379" "ENSG00000130175" 1
"1380" "ENSG00000130222" 1
"1381" "ENSG00000130234" 1
"1382" "ENSG00000130338" 6
"1383" "ENSG00000130348" 1
"1384" "ENSG00000130382" 1
"1385" "ENSG00000130413" 1
"1386" "ENSG00000130544" 2
"1387" "ENSG00000130592" 1
"1388" "ENSG00000130635" 1
"1389" "ENSG00000130640" 1
"1390" "ENSG00000130653" 1
"1391" "ENSG00000130669" 1
"1392" "ENSG00000130707" 1
"1393" "ENSG00000130724" 1
"1394" "ENSG00000130725" 1
"1395" "ENSG00000130733" 1
"1396" "ENSG00000130734" 1
"1397" "ENSG00000130751" 1
"1398" "ENSG00000130772" 1
"1399" "ENSG00000130779" 2
"1400" "ENSG00000130803" 1
"1401" "ENSG00000130818" 2
"1402" "ENSG00000130821" 1
"1403" "ENSG00000130844" 1
"1404" "ENSG00000130881" 1
"1405" "ENSG00000130921" 1
"1406" "ENSG00000130939" 2
"1407" "ENSG00000130988" 1
"1408" "ENSG00000131037" 1
"1409" "ENSG00000131080" 2
"1410" "ENSG00000131089" 3
"1411" "ENSG00000131097" 1
"1412" "ENSG00000131115" 1
"1413" "ENSG00000131149" 1
"1414" "ENSG00000131188" 1
"1415" "ENSG00000131196" 1
"1416" "ENSG00000131236" 1
"1417" "ENSG00000131323" 1
"1418" "ENSG00000131374" 2
"1419" "ENSG00000131378" 4
"1420" "ENSG00000131381" 3
"1421" "ENSG00000131386" 1
"1422" "ENSG00000131408" 1
"1423" "ENSG00000131409" 1
"1424" "ENSG00000131446" 2
"1425" "ENSG00000131469" 1
"1426" "ENSG00000131504" 1
"1427" "ENSG00000131508" 1
"1428" "ENSG00000131584" 1
"1429" "ENSG00000131711" 1
"1430" "ENSG00000131748" 1
"1431" "ENSG00000131759" 2
"1432" "ENSG00000131845" 1
"1433" "ENSG00000131931" 1
"1434" "ENSG00000131943" 2
"1435" "ENSG00000132002" 1
"1436" "ENSG00000132153" 2
"1437" "ENSG00000132155" 2
"1438" "ENSG00000132170" 1
"1439" "ENSG00000132294" 1
"1440" "ENSG00000132334" 1
"1441" "ENSG00000132405" 1
"1442" "ENSG00000132424" 2
"1443" "ENSG00000132429" 1
"1444" "ENSG00000132436" 1
"1445" "ENSG00000132466" 1
"1446" "ENSG00000132470" 1
"1447" "ENSG00000132510" 2
"1448" "ENSG00000132522" 1
"1449" "ENSG00000132613" 1
"1450" "ENSG00000132635" 2
"1451" "ENSG00000132640" 2
"1452" "ENSG00000132670" 1
"1453" "ENSG00000132676" 1
"1454" "ENSG00000132694" 2
"1455" "ENSG00000132716" 2
"1456" "ENSG00000132718" 1
"1457" "ENSG00000132768" 1
"1458" "ENSG00000132781" 1
"1459" "ENSG00000132824" 1
"1460" "ENSG00000132825" 1
"1461" "ENSG00000132846" 1
"1462" "ENSG00000132849" 2
"1463" "ENSG00000132881" 2
"1464" "ENSG00000132938" 1
"1465" "ENSG00000132950" 1
"1466" "ENSG00000132970" 1
"1467" "ENSG00000133026" 3
"1468" "ENSG00000133065" 1
"1469" "ENSG00000133104" 1
"1470" "ENSG00000133112" 1
"1471" "ENSG00000133119" 1
"1472" "ENSG00000133131" 1
"1473" "ENSG00000133135" 1
"1474" "ENSG00000133142" 1
"1475" "ENSG00000133195" 4
"1476" "ENSG00000133250" 1
"1477" "ENSG00000133265" 2
"1478" "ENSG00000133313" 1
"1479" "ENSG00000133316" 1
"1480" "ENSG00000133422" 1
"1481" "ENSG00000133636" 1
"1482" "ENSG00000133639" 1
"1483" "ENSG00000133657" 2
"1484" "ENSG00000133706" 1
"1485" "ENSG00000133789" 2
"1486" "ENSG00000133800" 2
"1487" "ENSG00000133812" 1
"1488" "ENSG00000133816" 2
"1489" "ENSG00000133818" 1
"1490" "ENSG00000133878" 1
"1491" "ENSG00000133943" 3
"1492" "ENSG00000133958" 1
"1493" "ENSG00000133961" 1
"1494" "ENSG00000133980" 1
"1495" "ENSG00000134001" 1
"1496" "ENSG00000134077" 2
"1497" "ENSG00000134107" 2
"1498" "ENSG00000134138" 1
"1499" "ENSG00000134152" 1
"1500" "ENSG00000134207" 1
"1501" "ENSG00000134243" 1
"1502" "ENSG00000134245" 1
"1503" "ENSG00000134262" 1
"1504" "ENSG00000134278" 1
"1505" "ENSG00000134287" 1
"1506" "ENSG00000134294" 1
"1507" "ENSG00000134313" 1
"1508" "ENSG00000134333" 1
"1509" "ENSG00000134343" 1
"1510" "ENSG00000134352" 1
"1511" "ENSG00000134419" 1
"1512" "ENSG00000134460" 1
"1513" "ENSG00000134480" 1
"1514" "ENSG00000134504" 2
"1515" "ENSG00000134532" 1
"1516" "ENSG00000134574" 1
"1517" "ENSG00000134684" 1
"1518" "ENSG00000134686" 1
"1519" "ENSG00000134744" 2
"1520" "ENSG00000134748" 1
"1521" "ENSG00000134769" 4
"1522" "ENSG00000134779" 1
"1523" "ENSG00000134802" 1
"1524" "ENSG00000134815" 3
"1525" "ENSG00000134824" 1
"1526" "ENSG00000134851" 1
"1527" "ENSG00000134852" 1
"1528" "ENSG00000134853" 2
"1529" "ENSG00000134864" 3
"1530" "ENSG00000134871" 1
"1531" "ENSG00000134897" 2
"1532" "ENSG00000134901" 1
"1533" "ENSG00000134910" 1
"1534" "ENSG00000134970" 1
"1535" "ENSG00000134982" 2
"1536" "ENSG00000134986" 1
"1537" "ENSG00000135018" 1
"1538" "ENSG00000135046" 1
"1539" "ENSG00000135048" 1
"1540" "ENSG00000135052" 1
"1541" "ENSG00000135070" 1
"1542" "ENSG00000135074" 1
"1543" "ENSG00000135083" 1
"1544" "ENSG00000135090" 2
"1545" "ENSG00000135119" 1
"1546" "ENSG00000135164" 1
"1547" "ENSG00000135185" 3
"1548" "ENSG00000135218" 7
"1549" "ENSG00000135241" 3
"1550" "ENSG00000135250" 1
"1551" "ENSG00000135297" 1
"1552" "ENSG00000135298" 1
"1553" "ENSG00000135312" 1
"1554" "ENSG00000135317" 1
"1555" "ENSG00000135318" 1
"1556" "ENSG00000135333" 1
"1557" "ENSG00000135334" 2
"1558" "ENSG00000135336" 1
"1559" "ENSG00000135365" 3
"1560" "ENSG00000135390" 1
"1561" "ENSG00000135392" 1
"1562" "ENSG00000135404" 2
"1563" "ENSG00000135436" 1
"1564" "ENSG00000135469" 1
"1565" "ENSG00000135541" 1
"1566" "ENSG00000135547" 1
"1567" "ENSG00000135596" 1
"1568" "ENSG00000135597" 1
"1569" "ENSG00000135637" 1
"1570" "ENSG00000135679" 2
"1571" "ENSG00000135698" 1
"1572" "ENSG00000135766" 1
"1573" "ENSG00000135828" 1
"1574" "ENSG00000135837" 1
"1575" "ENSG00000135862" 1
"1576" "ENSG00000135870" 1
"1577" "ENSG00000135919" 1
"1578" "ENSG00000135999" 1
"1579" "ENSG00000136014" 1
"1580" "ENSG00000136021" 2
"1581" "ENSG00000136040" 1
"1582" "ENSG00000136045" 1
"1583" "ENSG00000136052" 2
"1584" "ENSG00000136098" 1
"1585" "ENSG00000136111" 1
"1586" "ENSG00000136143" 1
"1587" "ENSG00000136144" 1
"1588" "ENSG00000136161" 1
"1589" "ENSG00000136169" 1
"1590" "ENSG00000136247" 1
"1591" "ENSG00000136261" 2
"1592" "ENSG00000136280" 1
"1593" "ENSG00000136478" 1
"1594" "ENSG00000136536" 1
"1595" "ENSG00000136542" 2
"1596" "ENSG00000136560" 2
"1597" "ENSG00000136574" 1
"1598" "ENSG00000136603" 4
"1599" "ENSG00000136718" 1
"1600" "ENSG00000136802" 1
"1601" "ENSG00000136813" 1
"1602" "ENSG00000136824" 2
"1603" "ENSG00000136830" 1
"1604" "ENSG00000136840" 1
"1605" "ENSG00000136854" 1
"1606" "ENSG00000136859" 3
"1607" "ENSG00000136861" 1
"1608" "ENSG00000136870" 2
"1609" "ENSG00000136935" 1
"1610" "ENSG00000137033" 2
"1611" "ENSG00000137055" 1
"1612" "ENSG00000137070" 1
"1613" "ENSG00000137075" 2
"1614" "ENSG00000137076" 1
"1615" "ENSG00000137106" 2
"1616" "ENSG00000137145" 1
"1617" "ENSG00000137216" 1
"1618" "ENSG00000137221" 1
"1619" "ENSG00000137266" 2
"1620" "ENSG00000137269" 1
"1621" "ENSG00000137275" 1
"1622" "ENSG00000137310" 1
"1623" "ENSG00000137337" 1
"1624" "ENSG00000137364" 1
"1625" "ENSG00000137393" 1
"1626" "ENSG00000137474" 1
"1627" "ENSG00000137497" 4
"1628" "ENSG00000137500" 1
"1629" "ENSG00000137501" 1
"1630" "ENSG00000137502" 1
"1631" "ENSG00000137513" 1
"1632" "ENSG00000137573" 3
"1633" "ENSG00000137574" 1
"1634" "ENSG00000137575" 1
"1635" "ENSG00000137628" 1
"1636" "ENSG00000137720" 1
"1637" "ENSG00000137727" 1
"1638" "ENSG00000137760" 1
"1639" "ENSG00000137764" 1
"1640" "ENSG00000137802" 3
"1641" "ENSG00000137806" 1
"1642" "ENSG00000137819" 1
"1643" "ENSG00000137821" 2
"1644" "ENSG00000137831" 1
"1645" "ENSG00000137834" 1
"1646" "ENSG00000137842" 1
"1647" "ENSG00000137845" 1
"1648" "ENSG00000137871" 2
"1649" "ENSG00000137872" 2
"1650" "ENSG00000137936" 3
"1651" "ENSG00000137959" 1
"1652" "ENSG00000137975" 1
"1653" "ENSG00000137996" 1
"1654" "ENSG00000138029" 1
"1655" "ENSG00000138032" 1
"1656" "ENSG00000138061" 1
"1657" "ENSG00000138074" 1
"1658" "ENSG00000138078" 3
"1659" "ENSG00000138080" 1
"1660" "ENSG00000138092" 1
"1661" "ENSG00000138111" 1
"1662" "ENSG00000138172" 3
"1663" "ENSG00000138190" 1
"1664" "ENSG00000138193" 2
"1665" "ENSG00000138246" 1
"1666" "ENSG00000138336" 2
"1667" "ENSG00000138347" 1
"1668" "ENSG00000138375" 1
"1669" "ENSG00000138382" 1
"1670" "ENSG00000138398" 1
"1671" "ENSG00000138399" 2
"1672" "ENSG00000138442" 2
"1673" "ENSG00000138443" 1
"1674" "ENSG00000138459" 1
"1675" "ENSG00000138592" 2
"1676" "ENSG00000138604" 1
"1677" "ENSG00000138606" 1
"1678" "ENSG00000138629" 1
"1679" "ENSG00000138639" 2
"1680" "ENSG00000138641" 1
"1681" "ENSG00000138650" 5
"1682" "ENSG00000138668" 1
"1683" "ENSG00000138674" 1
"1684" "ENSG00000138722" 1
"1685" "ENSG00000138735" 2
"1686" "ENSG00000138758" 1
"1687" "ENSG00000138759" 2
"1688" "ENSG00000138769" 1
"1689" "ENSG00000138777" 1
"1690" "ENSG00000138785" 1
"1691" "ENSG00000138814" 1
"1692" "ENSG00000138835" 5
"1693" "ENSG00000139083" 1
"1694" "ENSG00000139133" 1
"1695" "ENSG00000139146" 1
"1696" "ENSG00000139174" 2
"1697" "ENSG00000139218" 2
"1698" "ENSG00000139263" 1
"1699" "ENSG00000139291" 1
"1700" "ENSG00000139318" 3
"1701" "ENSG00000139324" 1
"1702" "ENSG00000139329" 1
"1703" "ENSG00000139350" 1
