"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_start" "aug_end" "cadd_start"
"4991" "ENST00000325752.8" "17" 59892858 59892869 "-" 4991 "uORF" 59892867 59892869 2.14282211111111
"4992" "ENST00000325752.8" "17" 59892770 59892811 "-" 4992 "uORF" 59892809 59892811 1.07897833333333
"4993" "ENST00000325752.8" "17" 59892784 59892804 "-" 4993 "uORF" 59892802 59892804 1.58184077777778
"5002" "ENST00000326000.2" "20" 45614693 45631230 "-" 5002 "uORF" 45631228 45631230 0.075437
"5009" "ENST00000326043.5" "16" 79600435 79600446 "-" 5009 "uORF" 79600444 79600446 2.12924777777778
"5010" "ENST00000326043.5" "16" 79600197 79600319 "-" 5010 "uORF" 79600317 79600319 2.12559733333334
"5015" "ENST00000326232.14" "7" 140382579 140382587 "-" 5015 "uORF" 140382585 140382587 1.70570011111111
"5020" "ENST00000326402.9" "11" 93197909 93197989 "-" 5020 "uORF" 93197987 93197989 1.69357166666667
"5021" "ENST00000326441.15" "19" 56840622 56840678 "-" 5021 "uORF" 56840676 56840678 1.69937077777778
"5022" "ENST00000326441.15" "19" 56840622 56840636 "-" 5022 "uORF" 56840634 56840636 1.07203933333333
"5023" "ENST00000326441.15" "19" 56824660 56824692 "-" 5023 "uORF" 56824690 56824692 0.930651222222221
"5024" "ENST00000326448.12" "3" 160399147 160399206 "-" 5024 "uORF" 160399204 160399206 2.006449
"5036" "ENST00000326524.7" "5" 37839867 37840019 "-" 5036 "uORF" 37840017 37840019 2.23875744444445
"5037" "ENST00000326524.7" "5" 37839542 37839580 "-" 5037 "uORF" 37839578 37839580 2.10516655555556
"5045" "ENST00000326652.9" "19" 55322731 55322742 "-" 5045 "uORF" 55322740 55322742 0.520725444444444
"5046" "ENST00000326652.9" "19" 55322698 55322718 "-" 5046 "uORF" 55322716 55322718 0.395322555555555
"5047" "ENST00000326695.10" "18" 43115641 43115685 "-" 5047 "uORF" 43115683 43115685 1.96053677777778
"5048" "ENST00000326695.10" "18" 43115621 43115641 "-" 5048 "uORF" 43115639 43115641 1.84434644444445
"5049" "ENST00000326724.9" "17" 81166036 81166071 "-" 5049 "uORF" 81166069 81166071 1.69816211111111
"5050" "ENST00000326737.3" "11" 46616341 46616367 "-" 5050 "uORF" 46616365 46616367 1.49966788888889
"5051" "ENST00000326756.4" "4" 10454893 10454910 "-" 5051 "uORF" 10454908 10454910 0.609546777777778
"5052" "ENST00000326756.4" "4" 10446458 10454860 "-" 5052 "uORF" 10454858 10454860 0.0936943333333333
"5053" "ENST00000326756.4" "4" 10446514 10454805 "-" 5053 "uORF" 10454803 10454805 0.939611666666667
"5054" "ENST00000326756.4" "4" 10446514 10446528 "-" 5054 "uORF" 10446526 10446528 0.601053444444444
"5055" "ENST00000326756.4" "4" 10446454 10446492 "-" 5055 "uORF" 10446490 10446492 -0.0265939999999999
"5056" "ENST00000326756.4" "4" 10446374 10446451 "-" 5056 "uORF" 10446449 10446451 0.227207666666667
"5058" "ENST00000326793.11" "3" 195442945 195442989 "-" 5058 "uORF" 195442987 195442989 2.12439633333333
"5072" "ENST00000327245.10" "5" 160851960 160852061 "-" 5072 "uORF" 160852059 160852061 1.73312844444444
"5073" "ENST00000327245.10" "5" 160785739 160785756 "-" 5073 "uORF" 160785754 160785756 0.485584444444445
"5074" "ENST00000327245.10" "5" 160785667 160785693 "-" 5074 "uORF" 160785691 160785693 0.257448333333333
"5075" "ENST00000327245.10" "5" 160716961 160785670 "-" 5075 "uORF" 160785668 160785670 0.640306555555556
"5076" "ENST00000327245.10" "5" 160716961 160785646 "-" 5076 "uORF" 160785644 160785646 0.161334777777778
"5077" "ENST00000327245.10" "5" 160716961 160785634 "-" 5077 "uORF" 160785632 160785634 0.285065888888889
"5078" "ENST00000327245.10" "5" 160688862 160688933 "-" 5078 "uORF" 160688931 160688933 0.331110666666667
"5079" "ENST00000327245.10" "5" 160688774 160688833 "-" 5079 "uORF" 160688831 160688833 0.242972222222222
"5080" "ENST00000327305.11" "18" 72867812 72867949 "-" 5080 "uORF" 72867947 72867949 2.25840488888889
"5081" "ENST00000327305.11" "18" 72867812 72867922 "-" 5081 "uORF" 72867920 72867922 2.28538277777778
"5082" "ENST00000327305.11" "18" 72867568 72867630 "-" 5082 "uORF" 72867628 72867630 1.70403488888889
"5083" "ENST00000327305.11" "18" 72867568 72867594 "-" 5083 "uORF" 72867592 72867594 1.69119655555556
"5084" "ENST00000327305.11" "18" 72867386 72867568 "-" 5084 "uORF" 72867566 72867568 1.96522066666667
"5085" "ENST00000327305.11" "18" 72867525 72867548 "-" 5085 "uORF" 72867546 72867548 2.08011933333333
"5086" "ENST00000327337.6" "12" 50396509 50396604 "-" 5086 "uORF" 50396602 50396604 0.0485880000000003
"5088" "ENST00000327442.7" "7" 99208057 99208098 "-" 5088 "uORF" 99208096 99208098 0.00781455555555533
"5094" "ENST00000327671.10" "8" 33461668 33461679 "-" 5094 "uORF" 33461677 33461679 1.64246355555555
"5095" "ENST00000327671.10" "8" 33461533 33461658 "-" 5095 "uORF" 33461656 33461658 0.984293333333333
"5096" "ENST00000327671.10" "8" 33461510 33461599 "-" 5096 "uORF" 33461597 33461599 1.53310766666667
"5098" "ENST00000327773.7" "13" 113863941 113864000 "-" 5098 "uORF" 113863998 113864000 1.73374577777778
"5099" "ENST00000327783.9" "21" 29939722 29939847 "-" 5099 "uORF" 29939845 29939847 1.57963511111111
"5100" "ENST00000327783.9" "21" 29939722 29939748 "-" 5100 "uORF" 29939746 29939748 1.912262
"5101" "ENST00000327783.9" "21" 29939714 29939722 "-" 5101 "uORF" 29939720 29939722 2.03422222222222
"5102" "ENST00000327783.9" "21" 29939513 29939587 "-" 5102 "uORF" 29939585 29939587 2.1673
"5103" "ENST00000327783.9" "21" 29939513 29939521 "-" 5103 "uORF" 29939519 29939521 1.96282755555556
"5108" "ENST00000327835.7" "8" 80874738 80874758 "-" 5108 "uORF" 80874756 80874758 0.0481551111111111
"5109" "ENST00000327835.7" "8" 80821602 80874736 "-" 5109 "uORF" 80874734 80874736 1.39746522222222
"5110" "ENST00000327835.7" "8" 80874630 80874644 "-" 5110 "uORF" 80874642 80874644 0.361563
"5111" "ENST00000327876.5" "2" 47570756 47570809 "-" 5111 "uORF" 47570807 47570809 1.90545011111111
"5112" "ENST00000327876.5" "2" 47570525 47570698 "-" 5112 "uORF" 47570696 47570698 2.08403488888889
"5113" "ENST00000327876.5" "2" 47570342 47570386 "-" 5113 "uORF" 47570384 47570386 1.93758466666667
"5118" "ENST00000327979.8" "20" 50691396 50691428 "-" 5118 "uORF" 50691426 50691428 1.13364066666667
"5119" "ENST00000327979.8" "20" 50691245 50691265 "-" 5119 "uORF" 50691263 50691265 0.413862888888889
"5120" "ENST00000327979.8" "20" 50691190 50691219 "-" 5120 "uORF" 50691217 50691219 0.754390222222222
"5121" "ENST00000327987.9" "15" 65377936 65377977 "-" 5121 "uORF" 65377975 65377977 2.19486977777778
"5122" "ENST00000327987.9" "15" 65377843 65377929 "-" 5122 "uORF" 65377927 65377929 1.82164722222222
"5123" "ENST00000328046.8" "X" 24024879 24024899 "-" 5123 "uORF" 24024897 24024899 1.83955633333334
"5124" "ENST00000328086.12" "16" 25257276 25257389 "-" 5124 "uORF" 25257387 25257389 1.12358633333333
"5126" "ENST00000328194.8" "11" 9265173 9265274 "-" 5126 "uORF" 9265272 9265274 2.13220866666667
"5127" "ENST00000328224.7" "11" 30016938 30016967 "-" 5127 "uORF" 30016965 30016967 2.20408288888889
"5128" "ENST00000328224.7" "11" 30016931 30016963 "-" 5128 "uORF" 30016961 30016963 1.49447411111111
"5129" "ENST00000328224.7" "11" 30013407 30013442 "-" 5129 "uORF" 30013440 30013442 1.39297355555555
"5130" "ENST00000328224.7" "11" 30013282 30013425 "-" 5130 "uORF" 30013423 30013425 1.57218255555555
"5131" "ENST00000328224.7" "11" 30013282 30013401 "-" 5131 "uORF" 30013399 30013401 1.78838788888889
"5132" "ENST00000328224.7" "11" 30013247 30013282 "-" 5132 "uORF" 30013280 30013282 1.52040233333334
"5133" "ENST00000328224.7" "11" 30013165 30013230 "-" 5133 "uORF" 30013228 30013230 1.29524111111111
"5134" "ENST00000328224.7" "11" 30013130 30013198 "-" 5134 "uORF" 30013196 30013198 1.08285711111111
"5135" "ENST00000328224.7" "11" 30013122 30013130 "-" 5135 "uORF" 30013128 30013130 1.467309
"5136" "ENST00000328224.7" "11" 30013040 30013105 "-" 5136 "uORF" 30013103 30013105 1.377511
"5137" "ENST00000328224.7" "11" 30012868 30012882 "-" 5137 "uORF" 30012880 30012882 0.892382999999999
"5138" "ENST00000328224.7" "11" 30012812 30012856 "-" 5138 "uORF" 30012854 30012856 1.62063733333333
"5139" "ENST00000328224.7" "11" 30012751 30012828 "-" 5139 "uORF" 30012826 30012828 1.79435722222222
"5153" "ENST00000328449.6" "16" 1095744 1096212 "-" 5153 "uORF" 1096210 1096212 1.18253377777778
"5154" "ENST00000328449.6" "16" 1095625 1095636 "-" 5154 "uORF" 1095634 1095636 0.300794
"5155" "ENST00000328554.9" "22" 19852459 19852476 "-" 5155 "uORF" 19852474 19852476 1.64150833333333
"5156" "ENST00000328554.9" "22" 19852459 19852473 "-" 5156 "uORF" 19852471 19852473 1.53902344444444
"5161" "ENST00000328668.8" "5" 150302650 150302706 "-" 5161 "uORF" 150302704 150302706 1.63250488888889
"5169" "ENST00000328867.9" "19" 38744201 38744239 "-" 5169 "uORF" 38744237 38744239 0.174593555555556
"5170" "ENST00000328913.8" "3" 183428025 183428057 "-" 5170 "uORF" 183428055 183428057 0.822753888888889
"5171" "ENST00000328913.8" "3" 183427979 183427993 "-" 5171 "uORF" 183427991 183427993 0.791146444444444
"5174" "ENST00000328945.7" "16" 82011444 82011455 "-" 5174 "uORF" 82011453 82011455 0.023302888888889
"5175" "ENST00000328957.13" "12" 132329352 132329435 "-" 5175 "uORF" 132329433 132329435 0.918907666666668
"5176" "ENST00000328957.13" "12" 132329226 132329291 "-" 5176 "uORF" 132329289 132329291 1.02984166666667
"5177" "ENST00000328957.13" "12" 132329226 132329249 "-" 5177 "uORF" 132329247 132329249 0.550032888888889
"5178" "ENST00000328957.13" "12" 132329226 132329240 "-" 5178 "uORF" 132329238 132329240 1.70879388888889
"5180" "ENST00000329082.12" "15" 93089066 93089107 "-" 5180 "uORF" 93089105 93089107 2.17783866666667
"5183" "ENST00000329198.5" "5" 173235100 173235162 "-" 5183 "uORF" 173235160 173235162 2.23387244444444
"5184" "ENST00000329285.13" "19" 34772939 34773073 "-" 5184 "uORF" 34773071 34773073 0.418953555555556
"5189" "ENST00000329314.6" "4" 164977569 164977604 "-" 5189 "uORF" 164977602 164977604 0.486260666666667
"5190" "ENST00000329314.6" "4" 164976700 164976738 "-" 5190 "uORF" 164976736 164976738 0.349770111111111
"5191" "ENST00000329314.6" "4" 164970290 164976694 "-" 5191 "uORF" 164976692 164976694 0.237756222222222
"5192" "ENST00000329314.6" "4" 164970231 164970239 "-" 5192 "uORF" 164970237 164970239 -0.00140333333333357
"5193" "ENST00000329314.6" "4" 164970131 164970145 "-" 5193 "uORF" 164970143 164970145 0.182484555555555
"5194" "ENST00000329406.5" "12" 102197773 102197790 "-" 5194 "uORF" 102197788 102197790 0.420830222222222
"5209" "ENST00000329697.10" "16" 20576355 20576366 "-" 5209 "uORF" 20576364 20576366 1.04774133333333
"5210" "ENST00000329734.4" "16" 54286254 54286307 "-" 5210 "uORF" 54286305 54286307 2.38510977777778
"5211" "ENST00000329734.4" "16" 54286104 54286133 "-" 5211 "uORF" 54286131 54286133 1.77020911111111
"5212" "ENST00000329758.5" "11" 89808486 89808527 "-" 5212 "uORF" 89808525 89808527 0.188652444444445
"5213" "ENST00000329758.5" "11" 89808454 89808486 "-" 5213 "uORF" 89808484 89808486 0.0629465555555555
"5214" "ENST00000329758.5" "11" 89807167 89807178 "-" 5214 "uORF" 89807176 89807178 0.311923888888889
"5219" "ENST00000329797.8" "14" 105057217 105057231 "-" 5219 "uORF" 105057229 105057231 0.0567447777777777
"5220" "ENST00000329797.8" "14" 105057203 105057226 "-" 5220 "uORF" 105057224 105057226 -0.050602111111111
"5221" "ENST00000329797.8" "14" 105056015 105057173 "-" 5221 "uORF" 105057171 105057173 1.02342722222222
"5222" "ENST00000329797.8" "14" 105055971 105056018 "-" 5222 "uORF" 105056016 105056018 0.376206555555556
"5223" "ENST00000329797.8" "14" 105055921 105055989 "-" 5223 "uORF" 105055987 105055989 0.321013
"5224" "ENST00000329797.8" "14" 105055730 105055930 "-" 5224 "uORF" 105055928 105055930 0.255841222222222
"5225" "ENST00000329797.8" "14" 105055608 105055796 "-" 5225 "uORF" 105055794 105055796 0.276085777777778
"5226" "ENST00000329797.8" "14" 105055608 105055724 "-" 5226 "uORF" 105055722 105055724 0.341882
"5227" "ENST00000329797.8" "14" 105055572 105055595 "-" 5227 "uORF" 105055593 105055595 0.328369555555555
"5228" "ENST00000329797.8" "14" 105055467 105055514 "-" 5228 "uORF" 105055512 105055514 0.293685777777778
"5229" "ENST00000329858.9" "12" 6621440 6621451 "-" 5229 "uORF" 6621449 6621451 0.418083888888889
"5230" "ENST00000329858.9" "12" 6621317 6621382 "-" 5230 "uORF" 6621380 6621382 0.721267222222222
"5231" "ENST00000329858.9" "12" 6621271 6621354 "-" 5231 "uORF" 6621352 6621354 0.120792
"5232" "ENST00000329858.9" "12" 6621303 6621311 "-" 5232 "uORF" 6621309 6621311 0.153496666666667
"5233" "ENST00000329858.9" "12" 6621271 6621306 "-" 5233 "uORF" 6621304 6621306 -0.150024111111111
"5234" "ENST00000329858.9" "12" 6621271 6621288 "-" 5234 "uORF" 6621286 6621288 0.341594666666667
"5235" "ENST00000329875.13" "17" 81937133 81937213 "-" 5235 "uORF" 81937211 81937213 0.573446555555554
"5239" "ENST00000329905.6" "10" 103458785 103458844 "-" 5239 "uORF" 103458842 103458844 1.576876
"5240" "ENST00000329957.7" "11" 1486646 1486765 "-" 5240 "uORF" 1486763 1486765 0.236636444444445
"5249" "ENST00000330106.5" "11" 788623 788649 "-" 5249 "uORF" 788647 788649 1.37345366666667
"5252" "ENST00000330149.10" "14" 39170196 39170207 "-" 5252 "uORF" 39170205 39170207 0.700598
"5253" "ENST00000330175.9" "17" 50129615 50129659 "-" 5253 "uORF" 50129657 50129659 1.795113
"5254" "ENST00000330175.9" "17" 50129535 50129570 "-" 5254 "uORF" 50129568 50129570 2.08503633333333
"5255" "ENST00000330175.9" "17" 50124963 50129525 "-" 5255 "uORF" 50129523 50129525 2.20549177777778
"5257" "ENST00000330387.11" "7" 138001954 138002001 "-" 5257 "uORF" 138001999 138002001 1.28574088888889
"5258" "ENST00000330387.11" "7" 138001954 138001971 "-" 5258 "uORF" 138001969 138001971 1.28132211111111
"5262" "ENST00000330475.9" "19" 1511149 1511160 "-" 5262 "uORF" 1511158 1511160 0.538160444444444
"5275" "ENST00000330684.4" "16" 10181956 10182018 "-" 5275 "uORF" 10182016 10182018 2.25811533333333
"5276" "ENST00000330684.4" "16" 10181940 10181972 "-" 5276 "uORF" 10181970 10181972 2.33958033333333
"5284" "ENST00000330689.6" "3" 122415811 122415819 "-" 5284 "uORF" 122415817 122415819 0.0286358888888888
"5285" "ENST00000330689.6" "3" 122415717 122415806 "-" 5285 "uORF" 122415804 122415806 0.51883
"5286" "ENST00000330689.6" "3" 122415717 122415728 "-" 5286 "uORF" 122415726 122415728 0.672069333333333
"5293" "ENST00000330794.9" "5" 139482659 139482682 "-" 5293 "uORF" 139482680 139482682 0.429818777777778
"5294" "ENST00000330794.9" "5" 139482555 139482659 "-" 5294 "uORF" 139482657 139482659 0.657968555555556
"5295" "ENST00000330852.10" "4" 13484299 13484316 "-" 5295 "uORF" 13484314 13484316 2.05269177777778
"5296" "ENST00000330871.3" "17" 78359166 78359174 "-" 5296 "uORF" 78359172 78359174 2.39432455555556
"5298" "ENST00000330927.5" "17" 31314020 31314031 "-" 5298 "uORF" 31314029 31314031 2.52515266666667
"5318" "ENST00000331163.11" "22" 39244387 39244404 "-" 5318 "uORF" 39244402 39244404 2.20990144444444
"5319" "ENST00000331163.11" "22" 39244203 39244235 "-" 5319 "uORF" 39244233 39244235 2.31699133333334
"5320" "ENST00000331163.11" "22" 39244078 39244116 "-" 5320 "uORF" 39244114 39244116 1.90617044444444
"5323" "ENST00000331238.7" "17" 2024927 2025025 "-" 5323 "uORF" 2025023 2025025 2.17387133333333
"5327" "ENST00000331302.12" "17" 333776 333811 "-" 5327 "uORF" 333809 333811 0.0316744444444447
"5328" "ENST00000331302.12" "17" 327574 333767 "-" 5328 "uORF" 333765 333767 0.226455888888889
"5340" "ENST00000331628.8" "14" 74426062 74426139 "-" 5340 "uORF" 74426137 74426139 1.24306722222222
"5341" "ENST00000331628.8" "14" 74409795 74425964 "-" 5341 "uORF" 74425962 74425964 2.11503766666667
"5342" "ENST00000331664.6" "2" 29074294 29074389 "-" 5342 "uORF" 29074387 29074389 0.195911777777778
"5343" "ENST00000331664.6" "2" 29074344 29074352 "-" 5343 "uORF" 29074350 29074352 1.17810866666667
"5344" "ENST00000331664.6" "2" 29074294 29074314 "-" 5344 "uORF" 29074312 29074314 0.0247673333333333
"5345" "ENST00000331664.6" "2" 29074266 29074280 "-" 5345 "uORF" 29074278 29074280 0.0783511111111112
"5347" "ENST00000331808.5" "16" 10942340 10942432 "-" 5347 "uORF" 10942430 10942432 2.15594922222222
"5348" "ENST00000331808.5" "16" 10942048 10942095 "-" 5348 "uORF" 10942093 10942095 2.11211944444445
"5351" "ENST00000331920.11" "9" 95508775 95509230 "-" 5351 "uORF" 95509228 95509230 2.151583
"5352" "ENST00000331920.11" "9" 95508917 95509093 "-" 5352 "uORF" 95509091 95509093 2.260248
"5353" "ENST00000331920.11" "9" 95508535 95508654 "-" 5353 "uORF" 95508652 95508654 2.18011033333333
"5354" "ENST00000331920.11" "9" 95508535 95508603 "-" 5354 "uORF" 95508601 95508603 2.18185333333333
"5355" "ENST00000332029.4" "16" 11255480 11255512 "-" 5355 "uORF" 11255510 11255512 2.204604
"5356" "ENST00000332142.10" "2" 162838671 162838706 "-" 5356 "uORF" 162838704 162838706 1.87193355555556
"5357" "ENST00000332142.10" "2" 162838585 162838659 "-" 5357 "uORF" 162838657 162838659 2.07005011111111
"5358" "ENST00000332142.10" "2" 162838585 162838629 "-" 5358 "uORF" 162838627 162838629 2.14285744444445
"5365" "ENST00000332272.9" "16" 75495116 75495160 "-" 5365 "uORF" 75495158 75495160 0.480298777777778
"5366" "ENST00000332272.9" "16" 75481853 75481864 "-" 5366 "uORF" 75481862 75481864 0.872148999999999
"5369" "ENST00000332408.9" "15" 48963795 48963806 "-" 5369 "uORF" 48963804 48963806 0.717257444444444
"5370" "ENST00000332408.9" "15" 48963667 48963690 "-" 5370 "uORF" 48963688 48963690 1.82296544444445
"5371" "ENST00000332408.9" "15" 48963541 48963639 "-" 5371 "uORF" 48963637 48963639 1.89656088888889
"5372" "ENST00000332408.9" "15" 48963517 48963540 "-" 5372 "uORF" 48963538 48963540 1.45453855555556
"5373" "ENST00000332408.9" "15" 48963284 48963373 "-" 5373 "uORF" 48963371 48963373 0.905778333333334
"5374" "ENST00000332408.9" "15" 48963174 48963191 "-" 5374 "uORF" 48963189 48963191 0.410765333333333
"5378" "ENST00000332567.6" "18" 47035266 47035583 "-" 5378 "uORF" 47035581 47035583 0.131475555555556
"5386" "ENST00000332624.8" "2" 201420645 201451365 "-" 5386 "uORF" 201451363 201451365 1.14353322222222
"5387" "ENST00000332624.8" "2" 201420674 201420703 "-" 5387 "uORF" 201420701 201420703 1.83771
"5388" "ENST00000332624.8" "2" 201420674 201420688 "-" 5388 "uORF" 201420686 201420688 0.808494222222222
"5389" "ENST00000332624.8" "2" 201420645 201420677 "-" 5389 "uORF" 201420675 201420677 1.30403622222222
"5390" "ENST00000332624.8" "2" 201420574 201420582 "-" 5390 "uORF" 201420580 201420582 1.89197811111111
"5391" "ENST00000332629.7" "3" 196567173 196567193 "-" 5391 "uORF" 196567191 196567193 0.966091666666668
"5392" "ENST00000332629.7" "3" 196567111 196567119 "-" 5392 "uORF" 196567117 196567119 0.244327666666666
"5393" "ENST00000332629.7" "3" 196567076 196567105 "-" 5393 "uORF" 196567103 196567105 0.777857111111111
"5394" "ENST00000332629.7" "3" 196566973 196567059 "-" 5394 "uORF" 196567057 196567059 0.010082888888889
"5395" "ENST00000332629.7" "3" 196566946 196566969 "-" 5395 "uORF" 196566967 196566969 0.312973555555556
"5396" "ENST00000332629.7" "3" 196566941 196566964 "-" 5396 "uORF" 196566962 196566964 0.626558111111111
"5401" "ENST00000332687.11" "X" 74614571 74614594 "-" 5401 "uORF" 74614592 74614594 2.25843
"5402" "ENST00000332687.11" "X" 74614571 74614582 "-" 5402 "uORF" 74614580 74614582 2.25998544444444
"5422" "ENST00000332830.9" "17" 28951252 28951308 "-" 5422 "uORF" 28951306 28951308 2.08240433333333
"5423" "ENST00000332839.9" "2" 40451993 40452013 "-" 5423 "uORF" 40452011 40452013 2.30546777777778
"5426" "ENST00000332912.3" "1" 212847582 212847596 "-" 5426 "uORF" 212847594 212847596 0.438155444444445
"5427" "ENST00000332912.3" "1" 212836155 212847588 "-" 5427 "uORF" 212847586 212847588 0.774360666666667
"5428" "ENST00000332955.7" "19" 48746655 48746717 "-" 5428 "uORF" 48746715 48746717 0.563710111111111
"5429" "ENST00000332955.7" "19" 48746528 48746665 "-" 5429 "uORF" 48746663 48746665 0.640034333333333
"5430" "ENST00000332955.7" "19" 48746565 48746588 "-" 5430 "uORF" 48746586 48746588 0.551630111111111
"5431" "ENST00000332955.7" "19" 48745906 48746482 "-" 5431 "uORF" 48746480 48746482 0.466425444444444
"5435" "ENST00000333003.10" "12" 95073552 95073611 "-" 5435 "uORF" 95073609 95073611 1.04756855555556
"5436" "ENST00000333017.7" "2" 99255096 99255647 "-" 5436 "uORF" 99255645 99255647 0.256766777777778
"5437" "ENST00000333017.7" "2" 99255096 99255134 "-" 5437 "uORF" 99255132 99255134 0.189885111111111
"5438" "ENST00000333129.4" "2" 163735942 163735986 "-" 5438 "uORF" 163735984 163735986 2.29715866666667
"5439" "ENST00000333129.4" "2" 163735064 163735945 "-" 5439 "uORF" 163735943 163735945 2.26897833333333
"5440" "ENST00000333129.4" "2" 163735867 163735878 "-" 5440 "uORF" 163735876 163735878 2.28736644444444
"5441" "ENST00000333129.4" "2" 163735056 163735067 "-" 5441 "uORF" 163735065 163735067 2.31426144444445
"5442" "ENST00000333129.4" "2" 163734964 163734996 "-" 5442 "uORF" 163734994 163734996 2.20113755555556
"5443" "ENST00000333149.7" "7" 73328057 73328077 "-" 5443 "uORF" 73328075 73328077 0.0762964444444443
"5444" "ENST00000333149.7" "7" 73328057 73328074 "-" 5444 "uORF" 73328072 73328074 0.294614666666667
"5445" "ENST00000333167.13" "3" 38137044 38137124 "-" 5445 "uORF" 38137122 38137124 0.489217888888889
"5494" "ENST00000333385.11" "7" 73028172 73029762 "-" 5494 "uORF" 73029760 73029762 0.732246555555556
"5495" "ENST00000333385.11" "7" 73029671 73029745 "-" 5495 "uORF" 73029743 73029745 0.585899
"5496" "ENST00000333385.11" "7" 73028172 73029708 "-" 5496 "uORF" 73029706 73029708 0.459320444444445
"5497" "ENST00000333385.11" "7" 73028359 73029664 "-" 5497 "uORF" 73029662 73029664 0.387716333333333
"5498" "ENST00000333385.11" "7" 73028359 73028400 "-" 5498 "uORF" 73028398 73028400 0.541801
"5499" "ENST00000333385.11" "7" 73028303 73028317 "-" 5499 "uORF" 73028315 73028317 0.570425666666667
"5500" "ENST00000333385.11" "7" 73028172 73028300 "-" 5500 "uORF" 73028298 73028300 0.427627333333333
"5501" "ENST00000333385.11" "7" 73028165 73028209 "-" 5501 "uORF" 73028207 73028209 0.615641777777778
"5502" "ENST00000333385.11" "7" 73028089 73028175 "-" 5502 "uORF" 73028173 73028175 0.374682333333334
"5503" "ENST00000333385.11" "7" 73027977 73028168 "-" 5503 "uORF" 73028166 73028168 0.522391444444445
"5511" "ENST00000333590.6" "X" 15331970 15335513 "-" 5511 "uORF" 15335511 15335513 2.11293888888889
"5512" "ENST00000333640.12" "12" 51218018 51218053 "-" 5512 "uORF" 51218051 51218053 2.15983833333333
"5513" "ENST00000333640.12" "12" 51218018 51218047 "-" 5513 "uORF" 51218045 51218047 2.07065688888889
"5514" "ENST00000333640.12" "12" 51217692 51217703 "-" 5514 "uORF" 51217701 51217703 2.02016911111111
"5515" "ENST00000333640.12" "12" 51206874 51206882 "-" 5515 "uORF" 51206880 51206882 1.28602088888889
"5518" "ENST00000333681.5" "18" 63319650 63319673 "-" 5518 "uORF" 63319671 63319673 1.64041788888889
"5519" "ENST00000333681.5" "18" 63319466 63319549 "-" 5519 "uORF" 63319547 63319549 1.17545122222222
"5520" "ENST00000333681.5" "18" 63318931 63319256 "-" 5520 "uORF" 63319254 63319256 1.48213844444444
"5521" "ENST00000333681.5" "18" 63319205 63319240 "-" 5521 "uORF" 63319238 63319240 1.59039033333333
"5522" "ENST00000333681.5" "18" 63318936 63319195 "-" 5522 "uORF" 63319193 63319195 1.97400755555555
"5523" "ENST00000333681.5" "18" 63318889 63318897 "-" 5523 "uORF" 63318895 63318897 1.89346488888889
"5524" "ENST00000333681.5" "18" 63318766 63318849 "-" 5524 "uORF" 63318847 63318849 1.98314566666667
"5525" "ENST00000333681.5" "18" 63318750 63318785 "-" 5525 "uORF" 63318783 63318785 2.27662622222222
"5529" "ENST00000333891.14" "7" 83162759 83162803 "-" 5529 "uORF" 83162801 83162803 2.28177711111111
"5530" "ENST00000333911.9" "3" 138329744 138329848 "-" 5530 "uORF" 138329846 138329848 2.03003822222222
"5531" "ENST00000333911.9" "3" 138329474 138329719 "-" 5531 "uORF" 138329717 138329719 0.820480666666667
"5543" "ENST00000334082.11" "5" 79513964 79513975 "-" 5543 "uORF" 79513973 79513975 1.78411888888889
"5544" "ENST00000334082.11" "5" 79513573 79513635 "-" 5544 "uORF" 79513633 79513635 2.08864355555555
"5545" "ENST00000334082.11" "5" 79513410 79513499 "-" 5545 "uORF" 79513497 79513499 2.27687377777778
"5546" "ENST00000334082.11" "5" 79513410 79513472 "-" 5546 "uORF" 79513470 79513472 1.92536077777778
"5547" "ENST00000334082.11" "5" 79513299 79513379 "-" 5547 "uORF" 79513377 79513379 2.06680966666667
"5548" "ENST00000334082.11" "5" 79513085 79513129 "-" 5548 "uORF" 79513127 79513129 1.16567711111111
"5549" "ENST00000334082.11" "5" 79513085 79513120 "-" 5549 "uORF" 79513118 79513120 1.96057066666666
"5550" "ENST00000334082.11" "5" 79512922 79512990 "-" 5550 "uORF" 79512988 79512990 2.16695033333333
"5553" "ENST00000334133.9" "3" 16493871 16513524 "-" 5553 "uORF" 16513522 16513524 2.05904455555556
"5554" "ENST00000334134.4" "11" 69819161 69819334 "-" 5554 "uORF" 69819332 69819334 0.429256666666667
"5569" "ENST00000334213.10" "19" 12140239 12140331 "-" 5569 "uORF" 12140329 12140331 0.474423222222221
"5574" "ENST00000334289.7" "11" 101916480 101916521 "-" 5574 "uORF" 101916519 101916521 0.605868444444445
"5575" "ENST00000334289.7" "11" 101916352 101916447 "-" 5575 "uORF" 101916445 101916447 0.243838333333333
"5576" "ENST00000334289.7" "11" 101916399 101916428 "-" 5576 "uORF" 101916426 101916428 0.262009777777778
"5577" "ENST00000334289.7" "11" 101916105 101916185 "-" 5577 "uORF" 101916183 101916185 0.563762888888889
"5578" "ENST00000334289.7" "11" 101907939 101916042 "-" 5578 "uORF" 101916040 101916042 0.509302888888889
