"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_end" "stop_end" "cadd"
"5848" "ENST00000337815.9" "12" 124011658 124011669 "+" 5848 "uORF" 124011660 124011671 0.76609188888889
"5849" "ENST00000337815.9" "12" 124011845 124011925 "+" 5849 "uORF" 124011847 124011927 0.718889444444445
"5850" "ENST00000337815.9" "12" 124011884 124011925 "+" 5850 "uORF" 124011886 124011927 0.718889444444445
"5851" "ENST00000337815.9" "12" 124011912 124011932 "+" 5851 "uORF" 124011914 124011934 0.759504333333333
"5852" "ENST00000337815.9" "12" 124011954 124012040 "+" 5852 "uORF" 124011956 124012042 0.935307333333332
"5853" "ENST00000337815.9" "12" 124012050 124012061 "+" 5853 "uORF" 124012052 124012063 1.503388
"5854" "ENST00000337815.9" "12" 124012070 124012078 "+" 5854 "uORF" 124012072 124012080 0.458586888888889
"5856" "ENST00000337872.9" "4" 4290260 4290298 "+" 5856 "uORF" 4290262 4290300 0.908104222222222
"5857" "ENST00000337894.9" "1" 203128430 203128820 "+" 5857 "uORF" 203128432 203128822 2.06748822222222
"5859" "ENST00000337929.8" "16" 27402183 27402239 "+" 5859 "uORF" 27402185 27402241 0.520257555555556
"5860" "ENST00000337929.8" "16" 27402444 27402455 "+" 5860 "uORF" 27402446 27402457 0.518048777777778
"5861" "ENST00000337929.8" "16" 27402587 27402598 "+" 5861 "uORF" 27402589 27402600 0.742184444444445
"5862" "ENST00000337938.7" "20" 59300619 59300636 "+" 5862 "uORF" 59300621 59300638 1.93204177777778
"5864" "ENST00000337995.4" "19" 37080362 37089113 "+" 5864 "uORF" 37080364 37089115 1.22648455555555
"5865" "ENST00000337995.4" "19" 37080380 37089113 "+" 5865 "uORF" 37080382 37089115 1.22648455555555
"5867" "ENST00000338037.11" "20" 8132294 8132302 "+" 5867 "uORF" 8132296 8132304 2.28292566666667
"5868" "ENST00000338037.11" "20" 8132442 8132480 "+" 5868 "uORF" 8132444 8132482 1.343966
"5869" "ENST00000338040.6" "3" 121593415 121593483 "+" 5869 "uORF" 121593417 121593485 0.690978333333334
"5879" "ENST00000338167.10" "11" 130069896 130069961 "+" 5879 "uORF" 130069898 130069963 1.41194333333333
"5889" "ENST00000338306.8" "22" 30362019 30362030 "+" 5889 "uORF" 30362021 30362032 0.797784222222223
"5890" "ENST00000338333.5" "5" 168529335 168529352 "+" 5890 "uORF" 168529337 168529354 0.757272555555555
"5891" "ENST00000338343.10" "16" 30923606 30923668 "+" 5891 "uORF" 30923608 30923670 2.03435355555556
"5892" "ENST00000338343.10" "16" 30924398 30925746 "+" 5892 "uORF" 30924400 30925748 2.92840544444444
"5893" "ENST00000338343.10" "16" 30924437 30925746 "+" 5893 "uORF" 30924439 30925748 2.92840544444444
"5895" "ENST00000338432.12" "12" 109116656 109116700 "+" 5895 "uORF" 109116658 109116702 0.545657333333333
"5896" "ENST00000338432.12" "12" 109116674 109116700 "+" 5896 "uORF" 109116676 109116702 0.545657333333333
"5897" "ENST00000338448.10" "19" 708981 709037 "+" 5897 "uORF" 708983 709039 1.13763833333333
"5900" "ENST00000338595.7" "10" 104274716 104274742 "+" 5900 "uORF" 104274718 104274744 0.843656222222222
"5901" "ENST00000338625.9" "13" 40793162 40793179 "+" 5901 "uORF" 40793164 40793181 0.501501444444445
"5902" "ENST00000338637.13" "X" 47836980 47846150 "+" 5902 "uORF" 47836982 47846152 0.974131555555556
"5903" "ENST00000338641.10" "22" 29603842 29603943 "+" 5903 "uORF" 29603844 29603945 0.823795222222222
"5904" "ENST00000338641.10" "22" 29603902 29603943 "+" 5904 "uORF" 29603904 29603945 0.823795222222222
"5905" "ENST00000338663.12" "11" 62880898 62880906 "+" 5905 "uORF" 62880900 62880908 0.536460333333333
"5926" "ENST00000338896.11" "12" 10010692 10010727 "+" 5926 "uORF" 10010694 10010729 0.990578000000001
"5928" "ENST00000338957.5" "X" 65034855 65034950 "+" 5928 "uORF" 65034857 65034952 0.797927333333333
"5929" "ENST00000338957.5" "X" 65035062 65035259 "+" 5929 "uORF" 65035064 65035261 1.82427655555556
"5930" "ENST00000338957.5" "X" 65075875 65075889 "+" 5930 "uORF" 65075877 65075891 0.194447
"5931" "ENST00000338957.5" "X" 65075878 65075889 "+" 5931 "uORF" 65075880 65075891 0.194447
"5932" "ENST00000338957.5" "X" 65075883 65366649 "+" 5932 "uORF" 65075885 65366651 0.195608555555556
"5933" "ENST00000338957.5" "X" 65075906 65366684 "+" 5933 "uORF" 65075908 65366686 0.257736555555556
"5934" "ENST00000338957.5" "X" 65366690 65366713 "+" 5934 "uORF" 65366692 65366715 0.322173666666667
"5935" "ENST00000338957.5" "X" 65368832 65368873 "+" 5935 "uORF" 65368834 65368875 0.710635888888889
"5936" "ENST00000338957.5" "X" 65368879 65368887 "+" 5936 "uORF" 65368881 65368889 0.412348888888889
"5937" "ENST00000338957.5" "X" 65368887 65368907 "+" 5937 "uORF" 65368889 65368909 0.490805888888889
"5938" "ENST00000338957.5" "X" 65368951 65368995 "+" 5938 "uORF" 65368953 65368997 0.506913888888889
"5939" "ENST00000338957.5" "X" 65368964 65368987 "+" 5939 "uORF" 65368966 65368989 0.268441
"5940" "ENST00000338957.5" "X" 65398593 65398616 "+" 5940 "uORF" 65398595 65398618 0.297719666666667
"5941" "ENST00000338957.5" "X" 65398599 65398616 "+" 5941 "uORF" 65398601 65398618 0.297719666666667
"5942" "ENST00000338957.5" "X" 65398619 65398651 "+" 5942 "uORF" 65398621 65398653 0.0481613333333333
"5943" "ENST00000338957.5" "X" 65398648 65398692 "+" 5943 "uORF" 65398650 65398694 0.088760111111111
"5944" "ENST00000338957.5" "X" 65398679 65488652 "+" 5944 "uORF" 65398681 65488654 1.05493033333333
"5945" "ENST00000338957.5" "X" 65488726 65488773 "+" 5945 "uORF" 65488728 65488775 1.52597688888889
"5946" "ENST00000338957.5" "X" 65488736 65488777 "+" 5946 "uORF" 65488738 65488779 1.10671288888889
"5947" "ENST00000338981.7" "Y" 12701294 12701380 "+" 5947 "uORF" 12701296 12701382 3.23652444444445
"5948" "ENST00000338981.7" "Y" 12701302 12701313 "+" 5948 "uORF" 12701304 12701315 2.89181222222222
"5949" "ENST00000338981.7" "Y" 12701314 12701388 "+" 5949 "uORF" 12701316 12701390 3.27176466666667
"5950" "ENST00000338981.7" "Y" 12701416 12701493 "+" 5950 "uORF" 12701418 12701495 3.05008333333333
"5951" "ENST00000338981.7" "Y" 12701531 12701560 "+" 5951 "uORF" 12701533 12701562 2.99717455555556
"5952" "ENST00000338981.7" "Y" 12701552 12701560 "+" 5952 "uORF" 12701554 12701562 2.99717455555556
"5953" "ENST00000338981.7" "Y" 12701563 12701583 "+" 5953 "uORF" 12701565 12701585 3.22081088888889
"5954" "ENST00000338981.7" "Y" 12701626 12701703 "+" 5954 "uORF" 12701628 12701705 3.13882933333333
"5955" "ENST00000338981.7" "Y" 12701650 12701703 "+" 5955 "uORF" 12701652 12701705 3.13882933333333
"5956" "ENST00000338981.7" "Y" 12701659 12701703 "+" 5956 "uORF" 12701661 12701705 3.13882933333333
"5957" "ENST00000338981.7" "Y" 12701817 12701897 "+" 5957 "uORF" 12701819 12701899 2.85688755555555
"5958" "ENST00000338981.7" "Y" 12701881 12701901 "+" 5958 "uORF" 12701883 12701903 2.66308233333333
"5959" "ENST00000338981.7" "Y" 12701982 12708640 "+" 5959 "uORF" 12701984 12708642 2.72086922222222
"5960" "ENST00000338981.7" "Y" 12701985 12708640 "+" 5960 "uORF" 12701987 12708642 2.72086922222222
"5961" "ENST00000338981.7" "Y" 12702045 12708640 "+" 5961 "uORF" 12702047 12708642 2.72086922222222
"5970" "ENST00000339140.5" "X" 55623455 55623520 "+" 5970 "uORF" 55623457 55623522 -0.011776777777778
"5971" "ENST00000339140.5" "X" 55623492 55623500 "+" 5971 "uORF" 55623494 55623502 0.208756111111111
"5972" "ENST00000339140.5" "X" 55623608 55623625 "+" 5972 "uORF" 55623610 55623627 0.137842777777778
"5973" "ENST00000339140.5" "X" 55623630 55623653 "+" 5973 "uORF" 55623632 55623655 0.486401222222222
"5974" "ENST00000339140.5" "X" 55623633 55623653 "+" 5974 "uORF" 55623635 55623655 0.486401222222222
"5975" "ENST00000339223.5" "19" 51795182 51795211 "+" 5975 "uORF" 51795184 51795213 0.118515666666667
"5977" "ENST00000339266.10" "20" 36306379 36306423 "+" 5977 "uORF" 36306381 36306425 1.651878
"5978" "ENST00000339266.10" "20" 36367177 36431687 "+" 5978 "uORF" 36367179 36431689 1.35009133333333
"5979" "ENST00000339296.10" "3" 40525111 40525785 "+" 5979 "uORF" 40525113 40525787 1.59680311111111
"5980" "ENST00000339399.5" "9" 97983352 97983378 "+" 5980 "uORF" 97983354 97983380 2.281682
"5981" "ENST00000339431.9" "7" 102913022 102913117 "+" 5981 "uORF" 102913024 102913119 3.71834344444444
"5982" "ENST00000339431.9" "7" 102913114 102933891 "+" 5982 "uORF" 102913116 102933893 1.48916344444444
"5986" "ENST00000339480.3" "1" 34761048 34761092 "+" 5986 "uORF" 34761050 34761094 1.01936277777778
"5987" "ENST00000339480.3" "1" 34761097 34761111 "+" 5987 "uORF" 34761099 34761113 0.364668888888889
"5988" "ENST00000339480.3" "1" 34761100 34761111 "+" 5988 "uORF" 34761102 34761113 0.364668888888889
"6016" "ENST00000339656.8" "19" 57849880 57849933 "+" 6016 "uORF" 57849882 57849935 0.469856111111111
"6017" "ENST00000339664.7" "9" 101398990 101399007 "+" 6017 "uORF" 101398992 101399009 1.64289966666667
"6019" "ENST00000339732.10" "3" 16174819 16174917 "+" 6019 "uORF" 16174821 16174919 0.851931888888889
"6020" "ENST00000339732.10" "3" 16174895 16175086 "+" 6020 "uORF" 16174897 16175088 0.838653333333332
"6021" "ENST00000339732.10" "3" 16175010 16175027 "+" 6021 "uORF" 16175012 16175029 1.84187733333333
"6022" "ENST00000339746.9" "6" 89566843 89566857 "+" 6022 "uORF" 89566845 89566859 0.626360555555556
"6023" "ENST00000339746.9" "6" 89566870 89566926 "+" 6023 "uORF" 89566872 89566928 1.75493022222222
"6030" "ENST00000339876.11" "1" 204920644 204920730 "+" 6030 "uORF" 204920646 204920732 1.51469422222222
"6031" "ENST00000339876.11" "1" 204920727 204944229 "+" 6031 "uORF" 204920729 204944231 1.22499
"6032" "ENST00000339950.5" "1" 62437163 62437186 "+" 6032 "uORF" 62437165 62437188 1.37235877777778
"6033" "ENST00000339950.5" "1" 62437245 62439804 "+" 6033 "uORF" 62437247 62439806 1.80727411111111
"6034" "ENST00000339950.5" "1" 62437393 62439811 "+" 6034 "uORF" 62437395 62439813 1.88984533333333
"6035" "ENST00000339992.4" "10" 123148212 123148265 "+" 6035 "uORF" 123148214 123148267 0.570410222222222
"6061" "ENST00000340080.9" "7" 7567619 7567648 "+" 6061 "uORF" 7567621 7567650 0.728714777777778
"6062" "ENST00000340080.9" "7" 7567642 7567665 "+" 6062 "uORF" 7567644 7567667 0.863022666666667
"6063" "ENST00000340080.9" "7" 7567648 7567665 "+" 6063 "uORF" 7567650 7567667 0.863022666666667
"6064" "ENST00000340080.9" "7" 7568049 7568114 "+" 6064 "uORF" 7568051 7568116 1.81079577777778
"6065" "ENST00000340080.9" "7" 7568066 7568083 "+" 6065 "uORF" 7568068 7568085 1.40790888888889
"6066" "ENST00000340080.9" "7" 7568094 7568114 "+" 6066 "uORF" 7568096 7568116 1.81079577777778
"6071" "ENST00000340124.9" "16" 46884384 46884434 "+" 6071 "uORF" 46884386 46884436 0.832768555555555
"6074" "ENST00000340184.9" "5" 180899280 180899288 "+" 6074 "uORF" 180899282 180899290 0.157649222222222
"6075" "ENST00000340258.10" "10" 44959832 44970171 "+" 6075 "uORF" 44959834 44970173 0.564788555555556
"6076" "ENST00000340258.10" "10" 44959856 44970171 "+" 6076 "uORF" 44959858 44970173 0.564788555555556
"6080" "ENST00000340438.6" "X" 51743470 51743553 "+" 6080 "uORF" 51743472 51743555 0.726676888888889
"6094" "ENST00000340553.8" "2" 48328573 48328647 "+" 6094 "uORF" 48328575 48328649 0.786134
"6095" "ENST00000340553.8" "2" 48328593 48346201 "+" 6095 "uORF" 48328595 48346203 0.764700333333333
"6096" "ENST00000340553.8" "2" 48328662 48346201 "+" 6096 "uORF" 48328664 48346203 0.764700333333333
"6097" "ENST00000340623.4" "2" 190180865 190180882 "+" 6097 "uORF" 190180867 190180884 1.49288755555556
"6098" "ENST00000340623.4" "2" 190181079 190199713 "+" 6098 "uORF" 190181081 190199715 1.09333255555556
"6099" "ENST00000340623.4" "2" 190199780 190199821 "+" 6099 "uORF" 190199782 190199823 0.763017222222222
"6100" "ENST00000340623.4" "2" 190199807 190199821 "+" 6100 "uORF" 190199809 190199823 0.763017222222222
"6101" "ENST00000340652.5" "7" 49773650 49773850 "+" 6101 "uORF" 49773652 49773852 0.878842666666667
"6102" "ENST00000340652.5" "7" 49773847 49773858 "+" 6102 "uORF" 49773849 49773860 0.95124688888889
"6103" "ENST00000340652.5" "7" 49773916 49773942 "+" 6103 "uORF" 49773918 49773944 0.933226777777778
"6104" "ENST00000340652.5" "7" 49774026 49775376 "+" 6104 "uORF" 49774028 49775378 2.26254133333333
"6105" "ENST00000340652.5" "7" 49774112 49775432 "+" 6105 "uORF" 49774114 49775434 2.19267977777778
"6112" "ENST00000340806.7" "3" 169812894 169821905 "+" 6112 "uORF" 169812896 169821907 -0.168490222222222
"6113" "ENST00000340806.7" "3" 169813039 169821897 "+" 6113 "uORF" 169813041 169821899 -0.0963183333333333
"6115" "ENST00000340934.10" "1" 222712694 222712714 "+" 6115 "uORF" 222712696 222712716 0.566152222222222
"6116" "ENST00000340934.10" "1" 222712697 222712714 "+" 6116 "uORF" 222712699 222712716 0.566152222222222
"6117" "ENST00000340934.10" "1" 222712780 222712845 "+" 6117 "uORF" 222712782 222712847 0.689041888888889
"6129" "ENST00000341184.7" "22" 39457406 39457540 "+" 6129 "uORF" 39457408 39457542 1.43341788888889
"6130" "ENST00000341259.7" "12" 111405943 111406089 "+" 6130 "uORF" 111405945 111406091 2.48510977777778
"6131" "ENST00000341259.7" "12" 111406086 111406130 "+" 6131 "uORF" 111406088 111406132 2.22914177777778
"6132" "ENST00000341259.7" "12" 111406089 111406130 "+" 6132 "uORF" 111406091 111406132 2.22914177777778
"6146" "ENST00000341517.9" "1" 65793138 65913274 "+" 6146 "uORF" 65793140 65913276 0.775049888888888
"6152" "ENST00000341567.8" "7" 66921340 66921384 "+" 6152 "uORF" 66921342 66921386 1.88823322222222
"6155" "ENST00000341747.8" "19" 42302333 42302431 "+" 6155 "uORF" 42302335 42302433 1.10127611111111
"6156" "ENST00000341776.7" "6" 15246264 15246293 "+" 6156 "uORF" 15246266 15246295 2.13432044444445
"6157" "ENST00000341776.7" "6" 15246290 15246310 "+" 6157 "uORF" 15246292 15246312 1.77967633333333
"6158" "ENST00000341785.5" "1" 179807804 179807863 "+" 6158 "uORF" 179807806 179807865 0.364288222222222
"6160" "ENST00000341901.5" "16" 28292526 28292657 "+" 6160 "uORF" 28292528 28292659 2.01581133333333
"6161" "ENST00000341901.5" "16" 28292534 28292686 "+" 6161 "uORF" 28292536 28292688 2.01713066666667
"6162" "ENST00000341901.5" "16" 28293206 28293223 "+" 6162 "uORF" 28293208 28293225 1.97789177777778
"6163" "ENST00000341935.10" "6" 167123108 167136077 "+" 6163 "uORF" 167123110 167136079 0.154479555555556
"6164" "ENST00000341935.10" "6" 167123139 167123222 "+" 6164 "uORF" 167123141 167123224 0.956949333333332
"6166" "ENST00000341948.6" "5" 141213975 141214049 "+" 6166 "uORF" 141213977 141214051 0.067226888888889
"6167" "ENST00000341958.4" "11" 1835018 1835026 "+" 6167 "uORF" 1835020 1835028 -0.339516555555556
"6176" "ENST00000342136.9" "21" 33241873 33241911 "+" 6176 "uORF" 33241875 33241913 0.909471777777779
"6179" "ENST00000342291.3" "19" 48455602 48455655 "+" 6179 "uORF" 48455604 48455657 0.304532111111111
"6180" "ENST00000342291.3" "19" 48455615 48455629 "+" 6180 "uORF" 48455617 48455631 0.505713777777778
"6181" "ENST00000342291.3" "19" 48455782 48455814 "+" 6181 "uORF" 48455784 48455816 0.243714555555556
"6182" "ENST00000342291.3" "19" 48455824 48461697 "+" 6182 "uORF" 48455826 48461699 1.47232988888889
"6183" "ENST00000342331.5" "12" 107774853 107774867 "+" 6183 "uORF" 107774855 107774869 0.842613666666667
"6184" "ENST00000342331.5" "12" 107775025 107775057 "+" 6184 "uORF" 107775027 107775059 0.473115444444444
"6185" "ENST00000342331.5" "12" 107775041 107775076 "+" 6185 "uORF" 107775043 107775078 0.804135000000001
"6187" "ENST00000342404.8" "11" 85855464 85855529 "+" 6187 "uORF" 85855466 85855531 0.576525333333333
"6188" "ENST00000342404.8" "11" 85855500 85855529 "+" 6188 "uORF" 85855502 85855531 0.576525333333333
"6191" "ENST00000342494.8" "12" 109477651 109477710 "+" 6191 "uORF" 109477653 109477712 1.358483
"6192" "ENST00000342494.8" "12" 109478002 109478103 "+" 6192 "uORF" 109478004 109478105 1.90657711111111
"6193" "ENST00000342494.8" "12" 109478032 109478103 "+" 6193 "uORF" 109478034 109478105 1.90657711111111
"6197" "ENST00000342649.9" "3" 44354749 44354763 "+" 6197 "uORF" 44354751 44354765 0.729887888888889
"6198" "ENST00000342665.5" "20" 325670 325732 "+" 6198 "uORF" 325672 325734 1.55985111111111
"6199" "ENST00000342665.5" "20" 325878 325904 "+" 6199 "uORF" 325880 325906 1.56522266666667
"6200" "ENST00000342679.9" "17" 21284845 21284889 "+" 6200 "uORF" 21284847 21284891 1.27361822222222
"6201" "ENST00000342694.7" "9" 35791781 35791906 "+" 6201 "uORF" 35791783 35791908 1.76597333333333
"6202" "ENST00000342694.7" "9" 35791903 35792289 "+" 6202 "uORF" 35791905 35792291 0.805415333333335
"6203" "ENST00000342694.7" "9" 35791958 35792002 "+" 6203 "uORF" 35791960 35792004 1.49567155555556
"6206" "ENST00000342743.6" "9" 32783670 32783753 "+" 6206 "uORF" 32783672 32783755 1.47333533333333
"6207" "ENST00000342743.6" "9" 32784172 32784180 "+" 6207 "uORF" 32784174 32784182 1.86527922222222
"6208" "ENST00000342771.10" "7" 69598948 69599037 "+" 6208 "uORF" 69598950 69599039 1.26885244444445
"6209" "ENST00000342771.10" "7" 69598962 69599081 "+" 6209 "uORF" 69598964 69599083 1.94746844444444
"6210" "ENST00000342771.10" "7" 69599223 69599264 "+" 6210 "uORF" 69599225 69599266 2.28390633333333
"6211" "ENST00000342868.7" "5" 180988867 180988944 "+" 6211 "uORF" 180988869 180988946 0.0365980000000001
"6212" "ENST00000342868.7" "5" 180988892 180989002 "+" 6212 "uORF" 180988894 180989004 -0.254449555555556
"6213" "ENST00000342868.7" "5" 180988913 180989002 "+" 6213 "uORF" 180988915 180989004 -0.254449555555556
"6224" "ENST00000342988.8" "18" 51030213 51030356 "+" 6224 "uORF" 51030215 51030358 0.714574222222222
"6225" "ENST00000342988.8" "18" 51046934 51047023 "+" 6225 "uORF" 51046936 51047025 1.49359422222222
"6226" "ENST00000343002.7" "X" 66164387 66164428 "+" 6226 "uORF" 66164389 66164430 0.726721222222222
"6227" "ENST00000343002.7" "X" 66164428 66164439 "+" 6227 "uORF" 66164430 66164441 1.52582
"6228" "ENST00000343002.7" "X" 66164441 66164455 "+" 6228 "uORF" 66164443 66164457 0.967600333333332
"6229" "ENST00000343002.7" "X" 66164447 66164455 "+" 6229 "uORF" 66164449 66164457 0.967600333333332
"6239" "ENST00000343063.8" "2" 238100389 238100403 "+" 6239 "uORF" 238100391 238100405 0.585225444444445
"6240" "ENST00000343090.11" "1" 10032969 10032989 "+" 6240 "uORF" 10032971 10032991 2.18652155555555
"6241" "ENST00000343090.11" "1" 10032989 10033039 "+" 6241 "uORF" 10032991 10033041 2.053427
"6242" "ENST00000343090.11" "1" 10033538 10033549 "+" 6242 "uORF" 10033540 10033551 2.08781555555556
"6243" "ENST00000343242.9" "7" 1530707 1530829 "+" 6243 "uORF" 1530709 1530831 1.64364511111111
"6244" "ENST00000343325.9" "19" 12610922 12611047 "+" 6244 "uORF" 12610924 12611049 0.469414555555556
"6245" "ENST00000343325.9" "19" 12611012 12611047 "+" 6245 "uORF" 12611014 12611049 0.469414555555556
"6254" "ENST00000343399.5" "12" 55244698 55244709 "+" 6254 "uORF" 55244700 55244711 -0.250879777777778
"6255" "ENST00000343399.5" "12" 55244740 55244754 "+" 6255 "uORF" 55244742 55244756 0.521580111111112
"6275" "ENST00000343605.5" "22" 30636080 30636133 "+" 6275 "uORF" 30636082 30636135 0.702815222222222
"6282" "ENST00000343776.10" "1" 227563695 227650975 "+" 6282 "uORF" 227563697 227650977 1.31106466666667
"6283" "ENST00000343776.10" "1" 227646563 227646574 "+" 6283 "uORF" 227646565 227646576 1.03214777777778
"6284" "ENST00000343776.10" "1" 227646597 227646629 "+" 6284 "uORF" 227646599 227646631 1.12715377777778
"6285" "ENST00000343776.10" "1" 227646637 227650975 "+" 6285 "uORF" 227646639 227650977 1.31106466666667
"6286" "ENST00000343776.10" "1" 227650969 227650980 "+" 6286 "uORF" 227650971 227650982 1.623224
"6288" "ENST00000343938.9" "1" 1326839 1326859 "+" 6288 "uORF" 1326841 1326861 -0.0205382222222223
"6292" "ENST00000344096.4" "12" 67648867 67649076 "+" 6292 "uORF" 67648869 67649078 1.48709188888889
"6293" "ENST00000344096.4" "12" 67648967 67648996 "+" 6293 "uORF" 67648969 67648998 1.941896
"6295" "ENST00000344138.9" "22" 39901152 39901163 "+" 6295 "uORF" 39901154 39901165 0.395060888888889
"6296" "ENST00000344138.9" "22" 39901190 39901246 "+" 6296 "uORF" 39901192 39901248 0.506738444444445
"6297" "ENST00000344138.9" "22" 39901225 39901233 "+" 6297 "uORF" 39901227 39901235 0.655554111111111
"6298" "ENST00000344147.10" "1" 31310074 31310088 "+" 6298 "uORF" 31310076 31310090 2.14130677777778
"6301" "ENST00000344204.9" "5" 14143354 14143386 "+" 6301 "uORF" 14143356 14143388 1.95958933333333
"6302" "ENST00000344204.9" "5" 14143542 14143679 "+" 6302 "uORF" 14143544 14143681 1.12109211111111
"6304" "ENST00000344293.6" "10" 7818529 7818573 "+" 6304 "uORF" 7818531 7818575 2.38528866666667
"6305" "ENST00000344293.6" "10" 7818627 7818647 "+" 6305 "uORF" 7818629 7818649 1.90838911111111
"6306" "ENST00000344320.8" "15" 40770349 40770384 "+" 6306 "uORF" 40770351 40770386 0.793883333333333
"6307" "ENST00000344320.8" "15" 40770446 40770466 "+" 6307 "uORF" 40770448 40770468 0.477712
"6309" "ENST00000344387.9" "3" 44629074 44629094 "+" 6309 "uORF" 44629076 44629096 1.04779055555555
"6310" "ENST00000344417.10" "7" 6590118 6590129 "+" 6310 "uORF" 6590120 6590131 1.05788144444444
"6312" "ENST00000344442.10" "4" 112637148 112637162 "+" 6312 "uORF" 112637150 112637164 0.685393888888889
"6313" "ENST00000344442.10" "4" 112637191 112637214 "+" 6313 "uORF" 112637193 112637216 1.28494444444444
"6314" "ENST00000344526.10" "4" 70154267 70154290 "+" 6314 "uORF" 70154269 70154292 0.298662333333333
"6318" "ENST00000344575.5" "7" 73433905 73433967 "+" 6318 "uORF" 73433907 73433969 1.98662777777778
"6319" "ENST00000344586.9" "10" 99532981 99532995 "+" 6319 "uORF" 99532983 99532997 2.28330444444445
"6325" "ENST00000344636.6" "12" 92706471 92706479 "+" 6325 "uORF" 92706473 92706481 0.357013
"6326" "ENST00000344636.6" "12" 92706529 92706552 "+" 6326 "uORF" 92706531 92706554 0.433282444444444
"6327" "ENST00000344636.6" "12" 92706540 92706617 "+" 6327 "uORF" 92706542 92706619 -0.128205333333333
"6328" "ENST00000344642.7" "1" 21812274 21812303 "+" 6328 "uORF" 21812276 21812305 0.897759999999999
"6332" "ENST00000344731.10" "18" 63587356 63587376 "+" 6332 "uORF" 63587358 63587378 0.537114444444445
"6333" "ENST00000344731.10" "18" 63587401 63588660 "+" 6333 "uORF" 63587403 63588662 0.574125777777778
"6334" "ENST00000344768.10" "14" 51689693 51689707 "+" 6334 "uORF" 51689695 51689709 0.850816777777778
"6335" "ENST00000344768.10" "14" 51689720 51689743 "+" 6335 "uORF" 51689722 51689745 1.49344744444445
"6336" "ENST00000344768.10" "14" 51689743 51689814 "+" 6336 "uORF" 51689745 51689816 1.11272011111111
"6342" "ENST00000344877.10" "17" 81893567 81893587 "+" 6342 "uORF" 81893569 81893589 0.307793777777778
"6343" "ENST00000344895.4" "5" 111071743 111071754 "+" 6343 "uORF" 111071745 111071756 1.52474111111111
"6344" "ENST00000344895.4" "5" 111071775 111071813 "+" 6344 "uORF" 111071777 111071815 0.451753777777778
"6345" "ENST00000344924.8" "7" 134646854 134661464 "+" 6345 "uORF" 134646856 134661466 1.18379411111111
"6346" "ENST00000344924.8" "7" 134661447 134661464 "+" 6346 "uORF" 134661449 134661466 1.18379411111111
"6350" "ENST00000345080.5" "6" 104957166 104957177 "+" 6350 "uORF" 104957168 104957179 2.20186388888889
"6353" "ENST00000345122.8" "14" 32077366 32090509 "+" 6353 "uORF" 32077368 32090511 1.73243822222222
"6354" "ENST00000345122.8" "14" 32090506 32090577 "+" 6354 "uORF" 32090508 32090579 1.92886022222222
"6355" "ENST00000345122.8" "14" 32090515 32090577 "+" 6355 "uORF" 32090517 32090579 1.92886022222222
"6356" "ENST00000345122.8" "14" 32090527 32090577 "+" 6356 "uORF" 32090529 32090579 1.92886022222222
"6357" "ENST00000345122.8" "14" 32090543 32090620 "+" 6357 "uORF" 32090545 32090622 1.82656144444444
"6358" "ENST00000345122.8" "14" 32090600 32090620 "+" 6358 "uORF" 32090602 32090622 1.82656144444444
"6359" "ENST00000345122.8" "14" 32090642 32090659 "+" 6359 "uORF" 32090644 32090661 1.958153
"6364" "ENST00000345363.8" "14" 24311637 24311741 "+" 6364 "uORF" 24311639 24311743 0.594436555555557
"6365" "ENST00000345363.8" "14" 24311709 24311741 "+" 6365 "uORF" 24311711 24311743 0.594436555555557
"6368" "ENST00000345732.9" "11" 60461106 60461159 "+" 6368 "uORF" 60461108 60461161 1.35716333333334
"6369" "ENST00000345732.9" "11" 60462234 60462302 "+" 6369 "uORF" 60462236 60462304 0.536466333333333
"6370" "ENST00000345732.9" "11" 60462285 60462302 "+" 6370 "uORF" 60462287 60462304 0.536466333333333
"6372" "ENST00000346049.10" "8" 27397555 27397569 "+" 6372 "uORF" 27397557 27397571 1.33784788888889
"6373" "ENST00000346169.7" "3" 184314610 184314672 "+" 6373 "uORF" 184314612 184314674 2.78778188888889
"6374" "ENST00000346183.8" "16" 68085594 68085608 "+" 6374 "uORF" 68085596 68085610 1.34791288888889
"6375" "ENST00000346246.10" "15" 74543905 74543922 "+" 6375 "uORF" 74543907 74543924 1.61705577777778
"6386" "ENST00000347077.9" "19" 39998251 39998277 "+" 6386 "uORF" 39998253 39998279 0.421248888888889
"6387" "ENST00000347132.10" "1" 40783833 40784027 "+" 6387 "uORF" 40783835 40784029 1.39381522222222
"6388" "ENST00000347132.10" "1" 40784016 40784027 "+" 6388 "uORF" 40784018 40784029 1.39381522222222
"6392" "ENST00000347310.10" "1" 67166474 67166509 "+" 6392 "uORF" 67166476 67166511 0.415061111111111
"6402" "ENST00000347397.5" "20" 23440168 23440197 "+" 6402 "uORF" 23440170 23440199 0.113081333333333
"6403" "ENST00000347397.5" "20" 23440183 23440197 "+" 6403 "uORF" 23440185 23440199 0.113081333333333
"6404" "ENST00000347397.5" "20" 23440186 23440197 "+" 6404 "uORF" 23440188 23440199 0.113081333333333
"6405" "ENST00000347397.5" "20" 23440194 23440265 "+" 6405 "uORF" 23440196 23440267 0.758137000000001
