"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_end" "one_two_three" "phylop2"
"2574" "ENST00000282032.4" "11" 30330898 30330906 "+" 2574 "uORF" 30330900 3 0.833333333333333
"2575" "ENST00000282096.9" "11" 14643890 14643961 "+" 2575 "uORF" 14643892 3 2
"2576" "ENST00000282146.5" "14" 90062077 90062115 "+" 2576 "uORF" 90062079 3 0.166666666666667
"2577" "ENST00000282286.6" "19" 57351282 57351323 "+" 2577 "uORF" 57351284 3 -0.5
"2578" "ENST00000282286.6" "19" 57351418 57351543 "+" 2578 "uORF" 57351420 3 -0.333333333333333
"2579" "ENST00000282326.6" "19" 58034041 58037735 "+" 2579 "uORF" 58034043 3 -0.5
"2580" "ENST00000282326.6" "19" 58034074 58037735 "+" 2580 "uORF" 58034076 3 -0.333333333333333
"2581" "ENST00000282326.6" "19" 58034123 58037742 "+" 2581 "uORF" 58034125 3 -0.166666666666667
"2582" "ENST00000282326.6" "19" 58035975 58037735 "+" 2582 "uORF" 58035977 3 0.166666666666667
"2583" "ENST00000282412.9" "2" 44168903 44168929 "+" 2583 "uORF" 44168905 3 2.83333333333333
"2584" "ENST00000282412.9" "2" 44169014 44169133 "+" 2584 "uORF" 44169016 3 2.5
"2585" "ENST00000282441.10" "11" 102110688 102110720 "+" 2585 "uORF" 102110690 3 0.333333333333333
"2589" "ENST00000282499.10" "11" 105610156 105610191 "+" 2589 "uORF" 105610158 3 2.16666666666667
"2590" "ENST00000282499.10" "11" 105610177 105610191 "+" 2590 "uORF" 105610179 3 0.5
"2591" "ENST00000282499.10" "11" 105610922 105610933 "+" 2591 "uORF" 105610924 3 5.33333333333333
"2592" "ENST00000282516.13" "5" 36876934 36876948 "+" 2592 "uORF" 36876936 3 3.16666666666667
"2593" "ENST00000282516.13" "5" 36876984 36877073 "+" 2593 "uORF" 36876986 3 3
"2594" "ENST00000282516.13" "5" 36877058 36877123 "+" 2594 "uORF" 36877060 3 4.66666666666667
"2595" "ENST00000282516.13" "5" 36953628 36953660 "+" 2595 "uORF" 36953630 3 7.66666666666667
"2596" "ENST00000282516.13" "5" 36953638 36953655 "+" 2596 "uORF" 36953640 3 4.66666666666667
"2597" "ENST00000282549.7" "2" 63051288 63051311 "+" 2597 "uORF" 63051290 3 1.66666666666667
"2598" "ENST00000282570.4" "2" 69829739 69829798 "+" 2598 "uORF" 69829741 3 1.33333333333333
"2599" "ENST00000282570.4" "2" 69829839 69829871 "+" 2599 "uORF" 69829841 3 1.5
"2600" "ENST00000282588.7" "5" 52787972 52788028 "+" 2600 "uORF" 52787974 3 1.5
"2601" "ENST00000282588.7" "5" 52787983 52787994 "+" 2601 "uORF" 52787985 3 3
"2602" "ENST00000282588.7" "5" 52788061 52788153 "+" 2602 "uORF" 52788063 3 3
"2603" "ENST00000282588.7" "5" 52788129 52788173 "+" 2603 "uORF" 52788131 3 2
"2604" "ENST00000282611.8" "5" 134967954 134967980 "+" 2604 "uORF" 134967956 3 0
"2605" "ENST00000282753.6" "6" 146029088 146029159 "+" 2605 "uORF" 146029090 3 0.166666666666667
"2606" "ENST00000282753.6" "6" 146029098 146029130 "+" 2606 "uORF" 146029100 3 0.5
"2607" "ENST00000282753.6" "6" 146029159 146029173 "+" 2607 "uORF" 146029161 3 0.666666666666667
"2608" "ENST00000282753.6" "6" 146029255 146029269 "+" 2608 "uORF" 146029257 3 0.5
"2609" "ENST00000282841.9" "1" 235328582 235328719 "+" 2609 "uORF" 235328584 3 4
"2610" "ENST00000282841.9" "1" 235328607 235328657 "+" 2610 "uORF" 235328609 3 2.83333333333333
"2611" "ENST00000282841.9" "1" 235328719 235328754 "+" 2611 "uORF" 235328721 3 0.166666666666667
"2613" "ENST00000282928.5" "3" 147409384 147409431 "+" 2613 "uORF" 147409386 3 8.66666666666667
"2614" "ENST00000282928.5" "3" 147409476 147409640 "+" 2614 "uORF" 147409478 3 5.66666666666667
"2615" "ENST00000282928.5" "3" 147409719 147409751 "+" 2615 "uORF" 147409721 3 3
"2616" "ENST00000282928.5" "3" 147409761 147409817 "+" 2616 "uORF" 147409763 3 2.33333333333333
"2617" "ENST00000282928.5" "3" 147409768 147409791 "+" 2617 "uORF" 147409770 3 0.833333333333333
"2619" "ENST00000283147.7" "6" 7726447 7726488 "+" 2619 "uORF" 7726449 3 -0.333333333333333
"2620" "ENST00000283147.7" "6" 7726488 7726514 "+" 2620 "uORF" 7726490 3 2
"2621" "ENST00000283147.7" "6" 7726802 7726819 "+" 2621 "uORF" 7726804 3 2.5
"2641" "ENST00000283303.3" "6" 47698651 47698677 "+" 2641 "uORF" 47698653 3 1.5
"2642" "ENST00000283303.3" "6" 47698704 47698754 "+" 2642 "uORF" 47698706 3 3.33333333333333
"2643" "ENST00000283303.3" "6" 47698717 47698731 "+" 2643 "uORF" 47698719 3 0.333333333333333
"2644" "ENST00000283303.3" "6" 47698790 47707233 "+" 2644 "uORF" 47698792 3 0.333333333333333
"2652" "ENST00000283632.5" "2" 86720478 86720528 "+" 2652 "uORF" 86720480 3 0.5
"2659" "ENST00000284037.10" "5" 65926738 65926773 "+" 2659 "uORF" 65926740 3 0.333333333333333
"2660" "ENST00000284037.10" "5" 65926755 65926787 "+" 2660 "uORF" 65926757 3 2.66666666666667
"2661" "ENST00000284037.10" "5" 65988636 65992716 "+" 2661 "uORF" 65988638 3 4.66666666666667
"2669" "ENST00000284262.3" "16" 87602629 87602745 "+" 2669 "uORF" 87602631 3 -0.333333333333333
"2672" "ENST00000284273.6" "11" 122656032 122656046 "+" 2672 "uORF" 122656034 3 3
"2673" "ENST00000284287.6" "11" 124570016 124570027 "+" 2673 "uORF" 124570018 3 -1.16666666666667
"2680" "ENST00000284503.7" "8" 11770278 11770307 "+" 2680 "uORF" 11770280 3 -0.333333333333333
"2688" "ENST00000284674.2" "10" 123666359 123666385 "+" 2688 "uORF" 123666361 3 0.833333333333333
"2696" "ENST00000284856.4" "Y" 13703928 13703990 "+" 2696 "uORF" 13703930 3 -1.33333333333333
"2699" "ENST00000284995.11" "3" 12484808 12489797 "+" 2699 "uORF" 12484810 3 0.5
"2702" "ENST00000285083.10" "3" 16269145 16269201 "+" 2702 "uORF" 16269147 3 -1
"2703" "ENST00000285083.10" "3" 16269149 16269256 "+" 2703 "uORF" 16269151 3 0.333333333333333
"2704" "ENST00000285083.10" "3" 16269164 16269256 "+" 2704 "uORF" 16269166 3 -0.666666666666667
"2708" "ENST00000285402.4" "8" 102551617 102551652 "+" 2708 "uORF" 102551619 3 1.66666666666667
"2709" "ENST00000285689.8" "5" 126423472 126423582 "+" 2709 "uORF" 126423474 3 2.66666666666667
"2714" "ENST00000286049.3" "X" 52369028 52369102 "+" 2714 "uORF" 52369030 3 0.166666666666667
"2715" "ENST00000286049.3" "X" 52369057 52369119 "+" 2715 "uORF" 52369059 3 0.333333333333333
"2717" "ENST00000286096.9" "16" 27203532 27203630 "+" 2717 "uORF" 27203534 3 -0.833333333333333
"2718" "ENST00000286186.11" "2" 201183189 201183239 "+" 2718 "uORF" 201183191 3 0.666666666666667
"2719" "ENST00000286201.3" "2" 202034550 202034621 "+" 2719 "uORF" 202034552 3 0.666666666666667
"2720" "ENST00000286234.6" "8" 119873753 119873785 "+" 2720 "uORF" 119873755 3 1.83333333333333
"2721" "ENST00000286298.5" "5" 149960857 149960886 "+" 2721 "uORF" 149960859 3 1.33333333333333
"2722" "ENST00000286349.4" "3" 140678132 140678164 "+" 2722 "uORF" 140678134 3 -0.333333333333333
"2723" "ENST00000286353.9" "3" 141231905 141260145 "+" 2723 "uORF" 141231907 3 0
"2724" "ENST00000286353.9" "3" 141260126 141260140 "+" 2724 "uORF" 141260128 3 -0.5
"2725" "ENST00000286353.9" "3" 141260150 141260164 "+" 2725 "uORF" 141260152 3 6
"2733" "ENST00000286639.8" "14" 75522481 75522627 "+" 2733 "uORF" 75522483 3 3.5
"2740" "ENST00000286760.5" "15" 82809638 82809706 "+" 2740 "uORF" 82809640 3 0.5
"2749" "ENST00000287042.5" "8" 98427267 98427943 "+" 2749 "uORF" 98427269 3 2.16666666666667
"2750" "ENST00000287169.8" "11" 57672204 57672269 "+" 2750 "uORF" 57672206 3 2.66666666666667
"2751" "ENST00000287169.8" "11" 57672241 57672363 "+" 2751 "uORF" 57672243 3 1.66666666666667
"2752" "ENST00000287169.8" "11" 57672605 57672616 "+" 2752 "uORF" 57672607 3 0.166666666666667
"2753" "ENST00000287169.8" "11" 57672718 57672831 "+" 2753 "uORF" 57672720 3 1.33333333333333
"2754" "ENST00000287169.8" "11" 57672749 57672808 "+" 2754 "uORF" 57672751 3 -0.166666666666667
"2755" "ENST00000287169.8" "11" 57672774 57672926 "+" 2755 "uORF" 57672776 3 1
"2756" "ENST00000287169.8" "11" 57672897 57672926 "+" 2756 "uORF" 57672899 3 1.16666666666667
"2757" "ENST00000287239.10" "10" 74826606 74838730 "+" 2757 "uORF" 74826608 3 5.33333333333333
"2758" "ENST00000287239.10" "10" 74826617 74826661 "+" 2758 "uORF" 74826619 3 5.33333333333333
"2759" "ENST00000287239.10" "10" 74826647 74826661 "+" 2759 "uORF" 74826649 3 6
"2760" "ENST00000287239.10" "10" 74838719 74838730 "+" 2760 "uORF" 74838721 3 1.83333333333333
"2761" "ENST00000287239.10" "10" 74842621 74842662 "+" 2761 "uORF" 74842623 3 3.5
"2762" "ENST00000287239.10" "10" 74842636 74842662 "+" 2762 "uORF" 74842638 3 1.5
"2763" "ENST00000287239.10" "10" 74842710 74842766 "+" 2763 "uORF" 74842712 3 2.83333333333333
"2764" "ENST00000287239.10" "10" 74842714 74842773 "+" 2764 "uORF" 74842716 3 2.16666666666667
"2765" "ENST00000287239.10" "10" 74842725 74842766 "+" 2765 "uORF" 74842727 3 1.83333333333333
"2766" "ENST00000287239.10" "10" 74842774 74842827 "+" 2766 "uORF" 74842776 3 2.66666666666667
"2767" "ENST00000287239.10" "10" 74842785 74842802 "+" 2767 "uORF" 74842787 3 0.833333333333333
"2775" "ENST00000287701.15" "8" 28890407 28890448 "+" 2775 "uORF" 28890409 3 4.66666666666667
"2776" "ENST00000287701.15" "8" 28963812 28963850 "+" 2776 "uORF" 28963814 3 4.66666666666667
"2777" "ENST00000287727.8" "1" 52142220 52216388 "+" 2777 "uORF" 52142222 3 -0.333333333333333
"2778" "ENST00000287727.8" "1" 52142374 52216464 "+" 2778 "uORF" 52142376 3 1.16666666666667
"2779" "ENST00000287727.8" "1" 52216423 52216464 "+" 2779 "uORF" 52216425 3 5.33333333333333
"2783" "ENST00000287766.10" "3" 10992891 11017119 "+" 2783 "uORF" 10992893 3 0.166666666666667
"2784" "ENST00000287859.11" "1" 186375839 186375862 "+" 2784 "uORF" 186375841 3 2.5
"2787" "ENST00000287907.3" "7" 155070568 155070636 "+" 2787 "uORF" 155070570 3 -0.333333333333333
"2788" "ENST00000287907.3" "7" 155070734 155070892 "+" 2788 "uORF" 155070736 3 0.166666666666667
"2789" "ENST00000287934.4" "7" 91264487 91264588 "+" 2789 "uORF" 91264489 3 4.33333333333333
"2790" "ENST00000288014.7" "14" 23556286 23556342 "+" 2790 "uORF" 23556288 3 0.666666666666667
"2791" "ENST00000288014.7" "14" 23556581 23556595 "+" 2791 "uORF" 23556583 3 -1
"2792" "ENST00000288050.9" "16" 70114821 70120473 "+" 2792 "uORF" 70114823 3 1.16666666666667
"2793" "ENST00000288098.7" "16" 70646711 70646764 "+" 2793 "uORF" 70646713 3 2.16666666666667
"2796" "ENST00000288228.10" "15" 59438249 59458563 "+" 2796 "uORF" 59438251 3 1
"2804" "ENST00000288368.5" "8" 67952058 67952261 "+" 2804 "uORF" 67952060 3 4.33333333333333
"2808" "ENST00000288502.9" "9" 114611292 114611429 "+" 2808 "uORF" 114611294 3 1.33333333333333
"2809" "ENST00000288502.9" "9" 114617122 114617163 "+" 2809 "uORF" 114617124 3 -0.333333333333333
"2810" "ENST00000288502.9" "9" 114617125 114617163 "+" 2810 "uORF" 114617127 3 0.166666666666667
"2811" "ENST00000288502.9" "9" 114617147 114617176 "+" 2811 "uORF" 114617149 3 2.83333333333333
"2821" "ENST00000288670.14" "2" 152335328 152335408 "+" 2821 "uORF" 152335330 3 2
"2822" "ENST00000288670.14" "2" 152335405 152335446 "+" 2822 "uORF" 152335407 3 2
"2823" "ENST00000288828.9" "7" 5190279 5190353 "+" 2823 "uORF" 5190281 3 4.33333333333333
"2824" "ENST00000288840.10" "15" 66702238 66702258 "+" 2824 "uORF" 66702240 3 7
"2825" "ENST00000288840.10" "15" 66702241 66702258 "+" 2825 "uORF" 66702243 3 5.66666666666667
"2826" "ENST00000288840.10" "15" 66702255 66702533 "+" 2826 "uORF" 66702257 3 4.33333333333333
"2827" "ENST00000288840.10" "15" 66702575 66702583 "+" 2827 "uORF" 66702577 3 2.16666666666667
"2828" "ENST00000288840.10" "15" 66702658 66702801 "+" 2828 "uORF" 66702660 3 1.66666666666667
"2829" "ENST00000288840.10" "15" 66702883 66702906 "+" 2829 "uORF" 66702885 3 0.833333333333333
"2830" "ENST00000288840.10" "15" 66702921 66702986 "+" 2830 "uORF" 66702923 3 2
"2831" "ENST00000288840.10" "15" 66703085 66703195 "+" 2831 "uORF" 66703087 3 3.66666666666667
"2832" "ENST00000288840.10" "15" 66703158 66703214 "+" 2832 "uORF" 66703160 3 3
"2834" "ENST00000289269.7" "5" 140966565 140966642 "+" 2834 "uORF" 140966567 3 0.333333333333333
"2835" "ENST00000289361.11" "6" 26402285 26402365 "+" 2835 "uORF" 26402287 3 -0.166666666666667
"2836" "ENST00000289361.11" "6" 26402351 26402365 "+" 2836 "uORF" 26402353 3 0.166666666666667
"2837" "ENST00000289361.11" "6" 26402403 26405460 "+" 2837 "uORF" 26402405 3 -0.333333333333333
"2838" "ENST00000289361.11" "6" 26405382 26405465 "+" 2838 "uORF" 26405384 3 -0.166666666666667
"2839" "ENST00000289371.11" "2" 99337396 99337470 "+" 2839 "uORF" 99337398 3 3
"2840" "ENST00000289416.10" "16" 20769984 20770010 "+" 2840 "uORF" 20769986 3 0.333333333333333
"2841" "ENST00000289429.6" "1" 158254487 158254498 "+" 2841 "uORF" 158254489 3 -0.166666666666667
"2846" "ENST00000289488.8" "11" 72088342 72088353 "+" 2846 "uORF" 72088344 3 2.33333333333333
"2847" "ENST00000289488.8" "11" 72088346 72089068 "+" 2847 "uORF" 72088348 3 2.66666666666667
"2848" "ENST00000289488.8" "11" 72088353 72089033 "+" 2848 "uORF" 72088355 3 2.83333333333333
"2849" "ENST00000289488.8" "11" 72089069 72089080 "+" 2849 "uORF" 72089071 3 1
"2850" "ENST00000289488.8" "11" 72089072 72089080 "+" 2850 "uORF" 72089074 3 2
"2851" "ENST00000289575.10" "11" 75151199 75151300 "+" 2851 "uORF" 75151201 3 -0.166666666666667
"2853" "ENST00000289815.13" "1" 20290885 20310593 "+" 2853 "uORF" 20290887 3 2.66666666666667
"2854" "ENST00000289815.13" "1" 20290925 20310582 "+" 2854 "uORF" 20290927 3 2.33333333333333
"2855" "ENST00000289957.3" "8" 42697496 42697510 "+" 2855 "uORF" 42697498 3 -0.5
"2857" "ENST00000290158.9" "17" 47650107 47650121 "+" 2857 "uORF" 47650109 3 3.33333333333333
"2858" "ENST00000290219.11" "21" 33403455 33403478 "+" 2858 "uORF" 33403457 3 0.333333333333333
"2861" "ENST00000290310.4" "21" 34364018 34364032 "+" 2861 "uORF" 34364020 3 -0.833333333333333
"2862" "ENST00000290363.6" "1" 150282683 150282814 "+" 2862 "uORF" 150282685 3 0
"2863" "ENST00000290363.6" "1" 150282796 150282846 "+" 2863 "uORF" 150282798 3 -0.5
"2864" "ENST00000290363.6" "1" 150282862 150282969 "+" 2864 "uORF" 150282864 3 0.666666666666667
"2865" "ENST00000290363.6" "1" 150283045 150283089 "+" 2865 "uORF" 150283047 3 0.166666666666667
"2866" "ENST00000290363.6" "1" 150283067 150283165 "+" 2866 "uORF" 150283069 3 0.166666666666667
"2867" "ENST00000290399.11" "21" 36699297 36699383 "+" 2867 "uORF" 36699299 3 0.666666666666667
"2869" "ENST00000290552.8" "16" 55324855 55324998 "+" 2869 "uORF" 55324857 3 3.66666666666667
"2871" "ENST00000290573.7" "2" 74834137 74834283 "+" 2871 "uORF" 74834139 3 0.5
"2874" "ENST00000290607.12" "15" 42575670 42575687 "+" 2874 "uORF" 42575672 3 1.83333333333333
"2875" "ENST00000290691.10" "22" 23691096 23691104 "+" 2875 "uORF" 23691098 3 0.166666666666667
"2876" "ENST00000290691.10" "22" 23691172 23691204 "+" 2876 "uORF" 23691174 3 0.666666666666667
"2877" "ENST00000290691.10" "22" 23691229 23691303 "+" 2877 "uORF" 23691231 3 -0.5
"2878" "ENST00000290691.10" "22" 23691280 23691303 "+" 2878 "uORF" 23691282 3 0.166666666666667
"2879" "ENST00000290691.10" "22" 23691296 23691562 "+" 2879 "uORF" 23691298 3 0.166666666666667
"2880" "ENST00000290691.10" "22" 23691513 23691533 "+" 2880 "uORF" 23691515 3 0.166666666666667
"2881" "ENST00000290691.10" "22" 23691590 23691766 "+" 2881 "uORF" 23691592 3 0.166666666666667
"2882" "ENST00000290691.10" "22" 23691610 23691654 "+" 2882 "uORF" 23691612 3 0.166666666666667
"2883" "ENST00000290691.10" "22" 23691626 23691766 "+" 2883 "uORF" 23691628 3 0.166666666666667
"2884" "ENST00000290691.10" "22" 23691656 23691766 "+" 2884 "uORF" 23691658 3 -0.333333333333333
"2885" "ENST00000290691.10" "22" 23691727 23691795 "+" 2885 "uORF" 23691729 3 0.166666666666667
"2886" "ENST00000290691.10" "22" 23691739 23691795 "+" 2886 "uORF" 23691741 3 -1
"2887" "ENST00000290691.10" "22" 23691859 23691870 "+" 2887 "uORF" 23691861 3 0
"2888" "ENST00000290776.13" "16" 57092720 57092764 "+" 2888 "uORF" 57092722 3 1
"2889" "ENST00000291041.6" "16" 67893276 67908685 "+" 2889 "uORF" 67893278 3 3.66666666666667
"2895" "ENST00000291547.10" "21" 42974647 43004352 "+" 2895 "uORF" 42974649 3 1.83333333333333
"2896" "ENST00000291547.10" "21" 43004349 43004357 "+" 2896 "uORF" 43004351 3 5.33333333333333
"2897" "ENST00000291574.9" "21" 44012455 44012481 "+" 2897 "uORF" 44012457 3 0.666666666666667
"2898" "ENST00000291592.6" "21" 44456540 44456566 "+" 2898 "uORF" 44456542 3 -0.5
"2920" "ENST00000291906.5" "9" 128702573 128702839 "+" 2920 "uORF" 128702575 3 0.333333333333333
"2921" "ENST00000292180.8" "1" 154983349 154983477 "+" 2921 "uORF" 154983351 3 -0.666666666666667
"2922" "ENST00000292180.8" "1" 154983518 154983526 "+" 2922 "uORF" 154983520 3 -0.166666666666667
"2923" "ENST00000292180.8" "1" 154983572 154983637 "+" 2923 "uORF" 154983574 3 0.166666666666667
"2924" "ENST00000292431.5" "19" 13118290 13118322 "+" 2924 "uORF" 13118292 3 1.16666666666667
"2925" "ENST00000292433.4" "19" 13150551 13153010 "+" 2925 "uORF" 13150553 3 -0.666666666666667
"2926" "ENST00000292433.4" "19" 13152977 13153027 "+" 2926 "uORF" 13152979 3 2
"2927" "ENST00000292450.9" "7" 100049839 100056916 "+" 2927 "uORF" 100049841 3 -0.333333333333333
"2929" "ENST00000292599.4" "5" 179732846 179732911 "+" 2929 "uORF" 179732848 3 4.66666666666667
"2930" "ENST00000292599.4" "5" 179732876 179732911 "+" 2930 "uORF" 179732878 3 3.66666666666667
"2931" "ENST00000292599.4" "5" 179733005 179733019 "+" 2931 "uORF" 179733007 3 2.16666666666667
"2932" "ENST00000292779.4" "22" 21633126 21633137 "+" 2932 "uORF" 21633128 3 -0.166666666666667
"2933" "ENST00000292807.9" "3" 184176967 184176984 "+" 2933 "uORF" 184176969 3 8.66666666666667
"2934" "ENST00000292928.7" "19" 36609903 36609911 "+" 2934 "uORF" 36609905 3 1.5
"2941" "ENST00000293471.11" "19" 51929734 51929808 "+" 2941 "uORF" 51929736 3 0
"2942" "ENST00000293471.11" "19" 51929747 51929776 "+" 2942 "uORF" 51929749 3 0.333333333333333
"2943" "ENST00000293549.4" "12" 48978504 48978536 "+" 2943 "uORF" 48978506 3 1.16666666666667
"2950" "ENST00000293825.11" "17" 7549116 7549130 "+" 2950 "uORF" 7549118 3 2.33333333333333
"2951" "ENST00000293829.9" "17" 7439537 7439545 "+" 2951 "uORF" 7439539 3 0.666666666666667
"2967" "ENST00000294168.8" "11" 62771403 62771420 "+" 2967 "uORF" 62771405 3 1
"2968" "ENST00000294304.12" "11" 68312667 68312681 "+" 2968 "uORF" 68312669 3 -0.833333333333333
"2970" "ENST00000294454.6" "1" 15736359 15736418 "+" 2970 "uORF" 15736361 3 1.33333333333333
"2971" "ENST00000294517.11" "1" 33081264 33081293 "+" 2971 "uORF" 33081266 3 2.33333333333333
"2972" "ENST00000294517.11" "1" 33081283 33081465 "+" 2972 "uORF" 33081285 3 5.66666666666667
"2973" "ENST00000294517.11" "1" 33081789 33081812 "+" 2973 "uORF" 33081791 3 -0.5
"2975" "ENST00000294664.11" "1" 85062329 85062391 "+" 2975 "uORF" 85062331 3 1.66666666666667
"2981" "ENST00000294818.2" "1" 165544155 165544181 "+" 2981 "uORF" 165544157 3 2
"2982" "ENST00000294964.6" "2" 42048038 42048139 "+" 2982 "uORF" 42048040 3 0
"2983" "ENST00000294964.6" "2" 42048080 42048139 "+" 2983 "uORF" 42048082 3 0
"2984" "ENST00000294984.7" "1" 206897470 206897520 "+" 2984 "uORF" 206897472 3 -0.333333333333333
"2985" "ENST00000294984.7" "1" 206897511 206897534 "+" 2985 "uORF" 206897513 3 0.166666666666667
"2986" "ENST00000294984.7" "1" 206897528 206897548 "+" 2986 "uORF" 206897530 3 -0.333333333333333
"2987" "ENST00000294984.7" "1" 206897740 206897790 "+" 2987 "uORF" 206897742 3 -1
"2988" "ENST00000294984.7" "1" 206897749 206897790 "+" 2988 "uORF" 206897751 3 -0.5
"2993" "ENST00000295082.3" "2" 10912211 10912285 "+" 2993 "uORF" 10912213 3 1.83333333333333
"2994" "ENST00000295082.3" "2" 10912241 10912285 "+" 2994 "uORF" 10912243 3 0.833333333333333
"2996" "ENST00000295092.3" "2" 14632882 14632902 "+" 2996 "uORF" 14632884 3 4.66666666666667
"3006" "ENST00000295213.9" "4" 52051435 52051491 "+" 3006 "uORF" 52051437 3 0.5
"3007" "ENST00000295213.9" "4" 52051488 52051589 "+" 3007 "uORF" 52051490 3 0.666666666666667
"3008" "ENST00000295213.9" "4" 52051566 52051589 "+" 3008 "uORF" 52051568 3 2.33333333333333
"3011" "ENST00000295269.5" "2" 102473237 102473377 "+" 3011 "uORF" 102473239 3 0.166666666666667
"3012" "ENST00000295269.5" "2" 102473354 102473377 "+" 3012 "uORF" 102473356 3 0.666666666666667
"3013" "ENST00000295269.5" "2" 102473404 102473412 "+" 3013 "uORF" 102473406 3 0.166666666666667
"3014" "ENST00000295269.5" "2" 102473414 102473431 "+" 3014 "uORF" 102473416 3 0.833333333333333
"3015" "ENST00000295269.5" "2" 102473422 102473538 "+" 3015 "uORF" 102473424 3 0.333333333333333
"3016" "ENST00000295269.5" "2" 102473471 102473497 "+" 3016 "uORF" 102473473 3 0.5
"3017" "ENST00000295269.5" "2" 102473479 102473538 "+" 3017 "uORF" 102473481 3 0.833333333333333
"3018" "ENST00000295269.5" "2" 102473502 102473528 "+" 3018 "uORF" 102473504 3 -0.666666666666667
"3019" "ENST00000295269.5" "2" 102473675 102473740 "+" 3019 "uORF" 102473677 3 -0.333333333333333
"3036" "ENST00000295706.9" "1" 203038631 203038684 "+" 3036 "uORF" 203038633 3 1.83333333333333
"3037" "ENST00000295706.9" "1" 203038724 203038864 "+" 3037 "uORF" 203038726 3 3.33333333333333
"3038" "ENST00000295706.9" "1" 203038749 203038793 "+" 3038 "uORF" 203038751 3 0
"3039" "ENST00000295706.9" "1" 203038864 203038920 "+" 3039 "uORF" 203038866 3 3.5
"3040" "ENST00000295706.9" "1" 203038869 203038961 "+" 3040 "uORF" 203038871 3 1.5
"3041" "ENST00000295706.9" "1" 203038926 203038961 "+" 3041 "uORF" 203038928 3 -0.333333333333333
"3042" "ENST00000295709.8" "2" 218672097 218672186 "+" 3042 "uORF" 218672099 3 -0.166666666666667
"3043" "ENST00000295709.8" "2" 218672117 218672809 "+" 3043 "uORF" 218672119 3 0.333333333333333
"3044" "ENST00000295709.8" "2" 218672137 218672169 "+" 3044 "uORF" 218672139 3 -0.333333333333333
"3045" "ENST00000295709.8" "2" 218672750 218672809 "+" 3045 "uORF" 218672752 3 2.5
"3050" "ENST00000295756.11" "3" 108822814 108822831 "+" 3050 "uORF" 108822816 3 0.166666666666667
"3051" "ENST00000295756.11" "3" 108822893 108822904 "+" 3051 "uORF" 108822895 3 3.66666666666667
"3061" "ENST00000295887.6" "4" 84583219 84583236 "+" 3061 "uORF" 84583221 3 0.666666666666667
"3062" "ENST00000295887.6" "4" 84583256 84583273 "+" 3062 "uORF" 84583258 3 0.666666666666667
"3068" "ENST00000295896.13" "3" 63819396 63819410 "+" 3068 "uORF" 63819398 3 -0.5
"3070" "ENST00000295924.12" "3" 156674662 156674706 "+" 3070 "uORF" 156674664 3 3
"3074" "ENST00000296003.9" "3" 9649541 9649564 "+" 3074 "uORF" 9649543 3 2.33333333333333
"3075" "ENST00000296043.7" "4" 76435414 76435422 "+" 3075 "uORF" 76435416 3 -0.666666666666667
"3076" "ENST00000296043.7" "4" 76435565 76435600 "+" 3076 "uORF" 76435567 3 4.66666666666667
"3077" "ENST00000296043.7" "4" 76435614 76435640 "+" 3077 "uORF" 76435616 3 0.5
"3078" "ENST00000296043.7" "4" 76435661 76435687 "+" 3078 "uORF" 76435663 3 -0.833333333333333
"3079" "ENST00000296043.7" "4" 76435694 76435723 "+" 3079 "uORF" 76435696 3 -0.166666666666667
"3080" "ENST00000296043.7" "4" 76435711 76435854 "+" 3080 "uORF" 76435713 3 -0.333333333333333
"3081" "ENST00000296043.7" "4" 76435784 76435810 "+" 3081 "uORF" 76435786 3 0
"3082" "ENST00000296043.7" "4" 76435848 76435859 "+" 3082 "uORF" 76435850 3 0.5
"3083" "ENST00000296043.7" "4" 76435913 76435963 "+" 3083 "uORF" 76435915 3 -0.666666666666667
"3084" "ENST00000296043.7" "4" 76435967 76435987 "+" 3084 "uORF" 76435969 3 0.666666666666667
"3087" "ENST00000296088.12" "3" 43286586 43299783 "+" 3087 "uORF" 43286588 3 1.66666666666667
"3088" "ENST00000296088.12" "3" 43299802 43303107 "+" 3088 "uORF" 43299804 3 0.166666666666667
"3089" "ENST00000296088.12" "3" 43303104 43303154 "+" 3089 "uORF" 43303106 3 2
"3090" "ENST00000296088.12" "3" 43303119 43303154 "+" 3090 "uORF" 43303121 3 4.33333333333333
"3091" "ENST00000296096.6" "2" 27149046 27149072 "+" 3091 "uORF" 27149048 3 1.66666666666667
"3092" "ENST00000296097.8" "2" 27275515 27275538 "+" 3092 "uORF" 27275517 3 0.166666666666667
"3096" "ENST00000296145.6" "3" 46577885 46577917 "+" 3096 "uORF" 46577887 3 -1
"3097" "ENST00000296145.6" "3" 46577889 46577939 "+" 3097 "uORF" 46577891 3 0.333333333333333
"3098" "ENST00000296145.6" "3" 46577914 46577928 "+" 3098 "uORF" 46577916 3 0.5
"3109" "ENST00000296438.9" "3" 48372245 48372766 "+" 3109 "uORF" 48372247 3 -0.166666666666667
"3110" "ENST00000296438.9" "3" 48372272 48372766 "+" 3110 "uORF" 48372274 3 -1
"3111" "ENST00000296438.9" "3" 48372288 48372710 "+" 3111 "uORF" 48372290 3 -0.666666666666667
"3112" "ENST00000296438.9" "3" 48372746 48372766 "+" 3112 "uORF" 48372748 3 -1.16666666666667
