"t_id"	"chromosome"	"g_start_coord_ref"	"g_end_coord_ref"	"strand_mane"	"u_id"	"u_id2"
"2103"	"ENST00000268797.12"	"16"	67685738	67685764	"-"	2103	"uORF"
"2104"	"ENST00000268797.12"	"16"	67685730	67685741	"-"	2104	"uORF"
"2105"	"ENST00000268835.7"	"17"	18858159	18858182	"+"	2105	"uORF"
"2106"	"ENST00000268912.6"	"17"	58148424	58148480	"+"	2106	"uORF"
"2107"	"ENST00000268912.6"	"17"	58148458	58148502	"+"	2107	"uORF"
"2108"	"ENST00000268912.6"	"17"	58148489	58148536	"+"	2108	"uORF"
"2109"	"ENST00000268912.6"	"17"	58148536	58149538	"+"	2109	"uORF"
"2110"	"ENST00000268912.6"	"17"	58148556	58149564	"+"	2110	"uORF"
"2111"	"ENST00000268912.6"	"17"	58149503	58149538	"+"	2111	"uORF"
"2112"	"ENST00000268912.6"	"17"	58149599	58149640	"+"	2112	"uORF"
"2113"	"ENST00000268912.6"	"17"	58149628	58149657	"+"	2113	"uORF"
"2114"	"ENST00000268912.6"	"17"	58149706	58149717	"+"	2114	"uORF"
"2115"	"ENST00000268912.6"	"17"	58149722	58149760	"+"	2115	"uORF"
"2116"	"ENST00000268933.8"	"17"	50532868	50536485	"+"	2116	"uORF"
"2117"	"ENST00000268933.8"	"17"	50536425	50536457	"+"	2117	"uORF"
"2118"	"ENST00000268933.8"	"17"	50536440	50536457	"+"	2118	"uORF"
"2119"	"ENST00000268989.8"	"17"	2337517	2337618	"+"	2119	"uORF"
"2120"	"ENST00000269051.9"	"17"	32266040	32266132	"+"	2120	"uORF"
"2121"	"ENST00000269142.10"	"18"	26226459	26226503	"+"	2121	"uORF"
"2122"	"ENST00000269142.10"	"18"	26226827	26226922	"+"	2122	"uORF"
"2123"	"ENST00000269187.10"	"18"	36129221	36129250	"-"	2123	"uORF"
"2124"	"ENST00000269195.6"	"18"	35654563	35654598	"+"	2124	"uORF"
"2125"	"ENST00000269195.6"	"18"	35654579	35654638	"+"	2125	"uORF"
"2126"	"ENST00000269195.6"	"18"	35654604	35654651	"+"	2126	"uORF"
"2127"	"ENST00000269205.7"	"18"	31760772	31760855	"-"	2127	"uORF"
"2128"	"ENST00000269205.7"	"18"	31760783	31760842	"-"	2128	"uORF"
"2129"	"ENST00000269205.7"	"18"	31760772	31760807	"-"	2129	"uORF"
"2130"	"ENST00000269205.7"	"18"	31760695	31760769	"-"	2130	"uORF"
"2131"	"ENST00000269205.7"	"18"	31760679	31760711	"-"	2131	"uORF"
"2132"	"ENST00000269205.7"	"18"	31760679	31760708	"-"	2132	"uORF"
"2133"	"ENST00000269209.7"	"18"	32470657	32470860	"-"	2133	"uORF"
"2134"	"ENST00000269209.7"	"18"	32470614	32470634	"-"	2134	"uORF"
"2135"	"ENST00000269214.10"	"18"	21575759	21575767	"-"	2135	"uORF"
"2136"	"ENST00000269214.10"	"18"	21575400	21575742	"-"	2136	"uORF"
"2137"	"ENST00000269214.10"	"18"	21575703	21575720	"-"	2137	"uORF"
"2138"	"ENST00000269214.10"	"18"	21575227	21575713	"-"	2138	"uORF"
"2139"	"ENST00000269214.10"	"18"	21575220	21575309	"-"	2139	"uORF"
"2140"	"ENST00000269214.10"	"18"	21575026	21575049	"-"	2140	"uORF"
"2141"	"ENST00000269214.10"	"18"	21575026	21575034	"-"	2141	"uORF"
"2142"	"ENST00000269214.10"	"18"	21574994	21575023	"-"	2142	"uORF"
"2143"	"ENST00000269214.10"	"18"	21574959	21574979	"-"	2143	"uORF"
"2144"	"ENST00000269216.10"	"18"	22169663	22171114	"+"	2144	"uORF"
"2145"	"ENST00000269299.8"	"17"	7179194	7179325	"-"	2145	"uORF"
"2146"	"ENST00000269391.11"	"17"	76240297	76240410	"-"	2146	"uORF"
"2147"	"ENST00000269394.4"	"17"	82832575	82832622	"-"	2147	"uORF"
"2148"	"ENST00000269468.10"	"18"	50281396	50281413	"-"	2148	"uORF"
"2149"	"ENST00000269499.10"	"18"	62523317	62523337	"+"	2149	"uORF"
"2150"	"ENST00000269499.10"	"18"	62523401	62523418	"+"	2150	"uORF"
"2151"	"ENST00000269503.9"	"18"	72544021	72544125	"-"	2151	"uORF"
"2152"	"ENST00000269503.9"	"18"	72542304	72543498	"-"	2152	"uORF"
"2153"	"ENST00000269571.10"	"17"	39700213	39700233	"+"	2153	"uORF"
"2154"	"ENST00000269586.12"	"17"	39166094	39166144	"-"	2154	"uORF"
"2155"	"ENST00000269593.5"	"17"	40443505	40443558	"+"	2155	"uORF"
"2156"	"ENST00000269701.7"	"19"	15379765	15379785	"-"	2156	"uORF"
"2157"	"ENST00000269740.9"	"19"	2737332	2737364	"-"	2157	"uORF"
"2158"	"ENST00000269834.1"	"19"	57145055	57145144	"-"	2158	"uORF"
"2159"	"ENST00000269834.1"	"19"	57145055	57145087	"-"	2159	"uORF"
"2160"	"ENST00000269834.1"	"19"	57144975	57145016	"-"	2160	"uORF"
"2161"	"ENST00000269834.1"	"19"	57144975	57145013	"-"	2161	"uORF"
"2162"	"ENST00000269834.1"	"19"	57142654	57144877	"-"	2162	"uORF"
"2163"	"ENST00000269856.5"	"19"	4791748	4791798	"+"	2163	"uORF"
"2164"	"ENST00000269973.10"	"19"	43935175	43935189	"-"	2164	"uORF"
"2165"	"ENST00000269973.10"	"19"	43935005	43935106	"-"	2165	"uORF"
"2166"	"ENST00000269973.10"	"19"	43934946	43935020	"-"	2166	"uORF"
"2167"	"ENST00000269973.10"	"19"	43934535	43934672	"-"	2167	"uORF"
"2168"	"ENST00000269973.10"	"19"	43934471	43934530	"-"	2168	"uORF"
"2169"	"ENST00000269973.10"	"19"	43925394	43932670	"-"	2169	"uORF"
"2170"	"ENST00000269973.10"	"19"	43925338	43925364	"-"	2170	"uORF"
"2171"	"ENST00000269973.10"	"19"	43924454	43924522	"-"	2171	"uORF"
"2172"	"ENST00000269973.10"	"19"	43924421	43924453	"-"	2172	"uORF"
"2173"	"ENST00000269973.10"	"19"	43924249	43924408	"-"	2173	"uORF"
"2174"	"ENST00000270061.12"	"19"	18419520	18419555	"+"	2174	"uORF"
"2175"	"ENST00000270061.12"	"19"	18419577	18419612	"+"	2175	"uORF"
"2176"	"ENST00000270066.11"	"19"	43754654	43754932	"-"	2176	"uORF"
"2177"	"ENST00000270112.7"	"21"	31873113	31873202	"+"	2177	"uORF"
"2178"	"ENST00000270115.8"	"11"	538637	538681	"+"	2178	"uORF"
"2179"	"ENST00000270115.8"	"11"	538646	538681	"+"	2179	"uORF"
"2180"	"ENST00000270115.8"	"11"	538687	538704	"+"	2180	"uORF"
"2181"	"ENST00000270115.8"	"11"	538713	539635	"+"	2181	"uORF"
"2182"	"ENST00000270115.8"	"11"	539610	539627	"+"	2182	"uORF"
"2183"	"ENST00000270139.8"	"21"	33324991	33325029	"+"	2183	"uORF"
"2184"	"ENST00000270257.9"	"19"	45079974	45079988	"+"	2184	"uORF"
"2185"	"ENST00000270357.10"	"2"	240568561	240568575	"+"	2185	"uORF"
"2186"	"ENST00000270458.4"	"19"	53962962	53962976	"+"	2186	"uORF"
"2187"	"ENST00000270460.11"	"19"	55675402	55675425	"+"	2187	"uORF"
"2188"	"ENST00000270460.11"	"19"	55678527	55678535	"+"	2188	"uORF"
"2189"	"ENST00000270517.12"	"19"	11529066	11529122	"-"	2189	"uORF"
"2190"	"ENST00000270590.4"	"19"	50770536	50770559	"+"	2190	"uORF"
"2191"	"ENST00000270617.8"	"19"	50030949	50031056	"+"	2191	"uORF"
"2192"	"ENST00000270617.8"	"19"	50030967	50031056	"+"	2192	"uORF"
"2193"	"ENST00000270631.2"	"19"	49423365	49423379	"-"	2193	"uORF"
"2194"	"ENST00000270649.11"	"19"	52025930	52028290	"-"	2194	"uORF"
"2195"	"ENST00000270649.11"	"19"	52025875	52025916	"-"	2195	"uORF"
"2196"	"ENST00000270649.11"	"19"	52025758	52025778	"-"	2196	"uORF"
"2197"	"ENST00000270747.8"	"1"	16212598	16212612	"-"	2197	"uORF"
"2198"	"ENST00000270747.8"	"1"	16212503	16212604	"-"	2198	"uORF"
"2199"	"ENST00000270861.10"	"4"	127880937	127881026	"+"	2199	"uORF"
"2200"	"ENST00000271277.11"	"1"	112396225	112412301	"+"	2200	"uORF"
"2201"	"ENST00000271277.11"	"1"	112412213	112412230	"+"	2201	"uORF"
"2202"	"ENST00000271277.11"	"1"	112412219	112412230	"+"	2202	"uORF"
"2203"	"ENST00000271332.4"	"1"	109249998	109250051	"+"	2203	"uORF"
"2204"	"ENST00000271417.8"	"1"	166975338	166975508	"-"	2204	"uORF"
"2205"	"ENST00000271417.8"	"1"	166975338	166975502	"-"	2205	"uORF"
"2206"	"ENST00000271452.8"	"1"	163321981	163322001	"+"	2206	"uORF"
"2207"	"ENST00000271526.9"	"1"	156767617	156767637	"+"	2207	"uORF"
"2208"	"ENST00000271532.2"	"1"	157598023	157598067	"-"	2208	"uORF"
"2209"	"ENST00000271588.9"	"1"	185734480	185734539	"+"	2209	"uORF"
"2210"	"ENST00000271588.9"	"1"	185734682	185734720	"+"	2210	"uORF"
"2211"	"ENST00000271643.9"	"1"	150552225	150552236	"+"	2211	"uORF"
"2212"	"ENST00000271751.10"	"1"	211133990	211134049	"-"	2212	"uORF"
"2213"	"ENST00000271764.7"	"1"	206612389	206612442	"-"	2213	"uORF"
"2214"	"ENST00000271843.9"	"1"	153977529	153977570	"-"	2214	"uORF"
"2215"	"ENST00000271915.9"	"1"	154870141	154870152	"-"	2215	"uORF"
"2216"	"ENST00000271915.9"	"1"	154870035	154870052	"-"	2216	"uORF"
"2217"	"ENST00000272133.4"	"1"	224616790	224617062	"+"	2217	"uORF"
"2218"	"ENST00000272203.8"	"1"	204359841	204359918	"-"	2218	"uORF"
"2219"	"ENST00000272203.8"	"1"	204359841	204359852	"-"	2219	"uORF"
"2220"	"ENST00000272203.8"	"1"	204274772	204274804	"-"	2220	"uORF"
"2221"	"ENST00000272233.6"	"2"	20447111	20447149	"+"	2221	"uORF"
"2222"	"ENST00000272233.6"	"2"	20447275	20447358	"+"	2222	"uORF"
"2223"	"ENST00000272322.9"	"2"	64019174	64019263	"-"	2223	"uORF"
"2224"	"ENST00000272322.9"	"2"	64018972	64018980	"-"	2224	"uORF"
"2225"	"ENST00000272342.6"	"2"	67397343	67397378	"+"	2225	"uORF"
"2226"	"ENST00000272369.14"	"2"	66435435	66435458	"+"	2226	"uORF"
"2227"	"ENST00000272369.14"	"2"	66435499	66435522	"+"	2227	"uORF"
"2228"	"ENST00000272369.14"	"2"	66435644	66435682	"+"	2228	"uORF"
"2229"	"ENST00000272425.4"	"2"	73642360	73642377	"-"	2229	"uORF"
"2230"	"ENST00000272452.7"	"2"	108378284	108378325	"+"	2230	"uORF"
"2231"	"ENST00000272519.10"	"2"	120252873	120252932	"+"	2231	"uORF"
"2232"	"ENST00000272520.4"	"2"	119158478	119158558	"-"	2232	"uORF"
"2233"	"ENST00000272521.7"	"2"	119679267	119680845	"+"	2233	"uORF"
"2234"	"ENST00000272542.8"	"2"	112645945	112645989	"+"	2234	"uORF"
"2235"	"ENST00000272542.8"	"2"	112646564	112646617	"+"	2235	"uORF"
"2236"	"ENST00000272542.8"	"2"	112646593	112646670	"+"	2236	"uORF"
"2237"	"ENST00000272542.8"	"2"	112646650	112646670	"+"	2237	"uORF"
"2238"	"ENST00000272641.4"	"2"	138780263	138780298	"-"	2238	"uORF"
"2239"	"ENST00000272647.10"	"2"	127885877	127885888	"-"	2239	"uORF"
"2240"	"ENST00000272647.10"	"2"	127884237	127885880	"-"	2240	"uORF"
"2241"	"ENST00000272647.10"	"2"	127884256	127884297	"-"	2241	"uORF"
"2242"	"ENST00000272748.9"	"2"	175995588	175995623	"-"	2242	"uORF"
"2243"	"ENST00000272771.10"	"2"	192194877	192194927	"-"	2243	"uORF"
"2244"	"ENST00000272771.10"	"2"	192194720	192194785	"-"	2244	"uORF"
"2245"	"ENST00000272771.10"	"2"	192194527	192194706	"-"	2245	"uORF"
"2246"	"ENST00000272771.10"	"2"	192194597	192194683	"-"	2246	"uORF"
"2247"	"ENST00000272771.10"	"2"	192194527	192194607	"-"	2247	"uORF"
"2248"	"ENST00000272852.4"	"2"	206939527	206939583	"+"	2248	"uORF"
"2249"	"ENST00000272895.12"	"2"	215138538	215138606	"-"	2249	"uORF"
"2250"	"ENST00000272895.12"	"2"	215138521	215138541	"-"	2250	"uORF"
"2251"	"ENST00000272895.12"	"2"	215138521	215138538	"-"	2251	"uORF"
"2252"	"ENST00000272895.12"	"2"	215138315	215138323	"-"	2252	"uORF"
"2253"	"ENST00000272907.8"	"2"	225399723	225399770	"+"	2253	"uORF"
"2254"	"ENST00000272907.8"	"2"	225399792	225399851	"+"	2254	"uORF"
"2255"	"ENST00000272907.8"	"2"	225399842	225399856	"+"	2255	"uORF"
"2256"	"ENST00000272907.8"	"2"	225399888	225399914	"+"	2256	"uORF"
"2257"	"ENST00000272907.8"	"2"	225399944	225399988	"+"	2257	"uORF"
"2258"	"ENST00000272907.8"	"2"	225400050	225400154	"+"	2258	"uORF"
"2259"	"ENST00000272907.8"	"2"	225400056	225400154	"+"	2259	"uORF"
"2260"	"ENST00000272907.8"	"2"	225400094	225400180	"+"	2260	"uORF"
"2261"	"ENST00000272907.8"	"2"	225400145	225400180	"+"	2261	"uORF"
"2262"	"ENST00000272907.8"	"2"	225400204	225400706	"+"	2262	"uORF"
"2263"	"ENST00000272907.8"	"2"	225400572	225400706	"+"	2263	"uORF"
"2264"	"ENST00000272907.8"	"2"	225400709	225400738	"+"	2264	"uORF"
"2265"	"ENST00000272907.8"	"2"	225400727	225400738	"+"	2265	"uORF"
"2266"	"ENST00000272907.8"	"2"	225400821	225400829	"+"	2266	"uORF"
"2267"	"ENST00000272907.8"	"2"	225400837	225400908	"+"	2267	"uORF"
"2268"	"ENST00000272907.8"	"2"	225400878	225400892	"+"	2268	"uORF"
"2269"	"ENST00000272907.8"	"2"	225400927	225401019	"+"	2269	"uORF"
"2270"	"ENST00000272930.9"	"2"	237967087	237973096	"+"	2270	"uORF"
"2271"	"ENST00000273062.7"	"2"	218399895	218399903	"+"	2271	"uORF"
"2272"	"ENST00000273064.11"	"2"	218568852	218568896	"+"	2272	"uORF"
"2273"	"ENST00000273067.5"	"2"	216372292	216372330	"-"	2273	"uORF"
"2274"	"ENST00000273067.5"	"2"	216371596	216371667	"-"	2274	"uORF"
"2275"	"ENST00000273067.5"	"2"	216371336	216371599	"-"	2275	"uORF"
"2276"	"ENST00000273067.5"	"2"	216371265	216371336	"-"	2276	"uORF"
"2277"	"ENST00000273067.5"	"2"	216370997	216371155	"-"	2277	"uORF"
"2278"	"ENST00000273067.5"	"2"	216370784	216370807	"-"	2278	"uORF"
"2279"	"ENST00000273075.9"	"2"	219387875	219387904	"-"	2279	"uORF"
"2280"	"ENST00000273183.8"	"3"	36380531	36380557	"+"	2280	"uORF"
"2281"	"ENST00000273261.8"	"3"	66500785	66500820	"-"	2281	"uORF"
"2282"	"ENST00000273261.8"	"3"	66500566	66500631	"-"	2282	"uORF"
"2283"	"ENST00000273261.8"	"3"	66500503	66500523	"-"	2283	"uORF"
"2284"	"ENST00000273286.6"	"3"	54927958	54927987	"-"	2284	"uORF"
"2285"	"ENST00000273347.10"	"3"	101782144	101782167	"+"	2285	"uORF"
"2286"	"ENST00000273347.10"	"3"	101782157	101782231	"+"	2286	"uORF"
"2287"	"ENST00000273347.10"	"3"	101782164	101782244	"+"	2287	"uORF"
"2288"	"ENST00000273347.10"	"3"	101782173	101782244	"+"	2288	"uORF"
"2289"	"ENST00000273347.10"	"3"	101782213	101782251	"+"	2289	"uORF"
"2290"	"ENST00000273347.10"	"3"	101782699	101782764	"+"	2290	"uORF"
"2291"	"ENST00000273347.10"	"3"	101782705	101782764	"+"	2291	"uORF"
"2292"	"ENST00000273347.10"	"3"	101785419	101785544	"+"	2292	"uORF"
"2293"	"ENST00000273347.10"	"3"	101785492	101785551	"+"	2293	"uORF"
"2294"	"ENST00000273347.10"	"3"	101785533	101785544	"+"	2294	"uORF"
"2295"	"ENST00000273352.8"	"3"	100609610	100609633	"+"	2295	"uORF"
"2296"	"ENST00000273352.8"	"3"	100609630	100609743	"+"	2296	"uORF"
"2297"	"ENST00000273352.8"	"3"	100609652	100609696	"+"	2297	"uORF"
"2298"	"ENST00000273596.8"	"3"	51975078	51975101	"+"	2298	"uORF"
"2299"	"ENST00000273859.8"	"4"	47485370	47485381	"+"	2299	"uORF"
"2300"	"ENST00000273859.8"	"4"	47485406	47485456	"+"	2300	"uORF"
"2301"	"ENST00000273859.8"	"4"	47485490	47485498	"+"	2301	"uORF"
"2302"	"ENST00000273905.7"	"4"	86849223	86849321	"-"	2302	"uORF"
"2303"	"ENST00000273905.7"	"4"	86849255	86849314	"-"	2303	"uORF"
"2304"	"ENST00000273905.7"	"4"	86849255	86849290	"-"	2304	"uORF"
"2305"	"ENST00000273905.7"	"4"	86849223	86849258	"-"	2305	"uORF"
"2306"	"ENST00000273905.7"	"4"	86849209	86849226	"-"	2306	"uORF"
"2307"	"ENST00000273905.7"	"4"	86849175	86849216	"-"	2307	"uORF"
"2308"	"ENST00000273905.7"	"4"	86849120	86849188	"-"	2308	"uORF"
"2309"	"ENST00000273905.7"	"4"	86849120	86849152	"-"	2309	"uORF"
"2310"	"ENST00000273905.7"	"4"	86849128	86849139	"-"	2310	"uORF"
"2311"	"ENST00000273963.10"	"4"	87195641	87195673	"-"	2311	"uORF"
"2312"	"ENST00000273963.10"	"4"	87195556	87195585	"-"	2312	"uORF"
"2313"	"ENST00000274000.10"	"4"	112231823	112231903	"+"	2313	"uORF"
"2314"	"ENST00000274093.8"	"4"	174828937	174828984	"-"	2314	"uORF"
"2315"	"ENST00000274093.8"	"4"	174828894	174828905	"-"	2315	"uORF"
"2316"	"ENST00000274093.8"	"4"	174828827	174828859	"-"	2316	"uORF"
"2317"	"ENST00000274134.5"	"5"	10442044	10442100	"+"	2317	"uORF"
"2318"	"ENST00000274255.11"	"5"	36152118	36152132	"+"	2318	"uORF"
"2319"	"ENST00000274255.11"	"5"	36152227	36152241	"+"	2319	"uORF"
"2320"	"ENST00000274311.3"	"5"	52787972	52788028	"+"	2320	"uORF"
"2321"	"ENST00000274311.3"	"5"	52787983	52787994	"+"	2321	"uORF"
"2322"	"ENST00000274311.3"	"5"	52788061	52788153	"+"	2322	"uORF"
"2323"	"ENST00000274311.3"	"5"	52788129	52788173	"+"	2323	"uORF"
"2324"	"ENST00000274311.3"	"5"	52788354	52799916	"+"	2324	"uORF"
"2325"	"ENST00000274311.3"	"5"	52799891	52799908	"+"	2325	"uORF"
"2326"	"ENST00000274311.3"	"5"	52800086	52800178	"+"	2326	"uORF"
"2327"	"ENST00000274311.3"	"5"	52800238	52800285	"+"	2327	"uORF"
"2328"	"ENST00000274376.11"	"5"	87267984	87268064	"+"	2328	"uORF"
"2329"	"ENST00000274376.11"	"5"	87268165	87268182	"+"	2329	"uORF"
"2330"	"ENST00000274432.13"	"5"	95682916	95682927	"-"	2330	"uORF"
"2331"	"ENST00000274457.5"	"5"	115544581	115544652	"-"	2331	"uORF"
"2332"	"ENST00000274457.5"	"5"	115543595	115543663	"-"	2332	"uORF"
"2333"	"ENST00000274507.6"	"5"	135954935	135954955	"-"	2333	"uORF"
"2334"	"ENST00000274507.6"	"5"	135954925	135954948	"-"	2334	"uORF"
"2335"	"ENST00000274545.10"	"5"	161685887	161685916	"+"	2335	"uORF"
"2336"	"ENST00000274565.5"	"5"	148312430	148312441	"+"	2336	"uORF"
"2337"	"ENST00000274599.10"	"5"	150904796	150904957	"-"	2337	"uORF"
"2338"	"ENST00000274599.10"	"5"	150904893	150904946	"-"	2338	"uORF"
"2339"	"ENST00000274599.10"	"5"	150904893	150904919	"-"	2339	"uORF"
"2340"	"ENST00000274599.10"	"5"	150904765	150904890	"-"	2340	"uORF"
"2341"	"ENST00000274599.10"	"5"	150903956	150904765	"-"	2341	"uORF"
"2342"	"ENST00000274599.10"	"5"	150903913	150904719	"-"	2342	"uORF"
"2343"	"ENST00000274599.10"	"5"	150903969	150903977	"-"	2343	"uORF"
"2344"	"ENST00000274599.10"	"5"	150903878	150903940	"-"	2344	"uORF"
"2345"	"ENST00000274605.6"	"5"	178113769	178119577	"+"	2345	"uORF"
"2346"	"ENST00000274606.8"	"5"	178153836	178153880	"-"	2346	"uORF"
"2347"	"ENST00000274625.6"	"5"	171419658	171419726	"+"	2347	"uORF"
"2348"	"ENST00000274625.6"	"5"	171419692	171419769	"+"	2348	"uORF"
"2349"	"ENST00000274625.6"	"5"	171419836	171419853	"+"	2349	"uORF"
"2350"	"ENST00000274625.6"	"5"	171420155	171420172	"+"	2350	"uORF"
"2351"	"ENST00000274643.9"	"6"	2749377	2750789	"-"	2351	"uORF"
"2352"	"ENST00000274643.9"	"6"	2750777	2750785	"-"	2352	"uORF"
"2353"	"ENST00000274643.9"	"6"	2749377	2750738	"-"	2353	"uORF"
"2354"	"ENST00000274680.9"	"6"	5261532	5261564	"+"	2354	"uORF"
"2355"	"ENST00000274695.8"	"6"	20534477	20535393	"+"	2355	"uORF"
"2356"	"ENST00000274695.8"	"6"	20534484	20534501	"+"	2356	"uORF"
"2357"	"ENST00000274710.4"	"5"	139795930	139795944	"+"	2357	"uORF"
"2358"	"ENST00000274711.7"	"5"	138875234	138875299	"-"	2358	"uORF"
"2359"	"ENST00000274711.7"	"5"	138875190	138875291	"-"	2359	"uORF"
"2360"	"ENST00000274711.7"	"5"	138875075	138875107	"-"	2360	"uORF"
"2361"	"ENST00000274711.7"	"5"	138875075	138875098	"-"	2361	"uORF"
"2362"	"ENST00000274711.7"	"5"	138874957	138874989	"-"	2362	"uORF"
"2363"	"ENST00000274766.2"	"6"	24356907	24356921	"+"	2363	"uORF"
"2364"	"ENST00000274766.2"	"6"	24356924	24356956	"+"	2364	"uORF"
"2365"	"ENST00000274766.2"	"6"	24356978	24356989	"+"	2365	"uORF"
"2366"	"ENST00000274766.2"	"6"	24357012	24357038	"+"	2366	"uORF"
"2367"	"ENST00000274766.2"	"6"	24357076	24357087	"+"	2367	"uORF"
"2368"	"ENST00000274766.2"	"6"	24357097	24357177	"+"	2368	"uORF"
"2369"	"ENST00000274766.2"	"6"	24357428	24357496	"+"	2369	"uORF"
"2370"	"ENST00000274766.2"	"6"	24357557	24357586	"+"	2370	"uORF"
"2371"	"ENST00000274811.9"	"5"	176537306	176537314	"-"	2371	"uORF"
"2372"	"ENST00000274811.9"	"5"	176537256	176537300	"-"	2372	"uORF"
"2373"	"ENST00000274813.4"	"6"	49463164	49463178	"-"	2373	"uORF"
"2374"	"ENST00000274867.9"	"6"	39856253	39856264	"+"	2374	"uORF"
"2375"	"ENST00000274963.13"	"6"	37005710	37005790	"+"	2375	"uORF"
"2376"	"ENST00000275034.5"	"6"	79078165	79078191	"-"	2376	"uORF"
"2377"	"ENST00000275162.10"	"6"	122996465	122996506	"+"	2377	"uORF"
"2378"	"ENST00000275162.10"	"6"	122996560	122996652	"+"	2378	"uORF"
"2379"	"ENST00000275162.10"	"6"	122996652	122996723	"+"	2379	"uORF"
"2380"	"ENST00000275162.10"	"6"	122996694	122996723	"+"	2380	"uORF"
"2381"	"ENST00000275162.10"	"6"	122996698	122997628	"+"	2381	"uORF"
"2382"	"ENST00000275162.10"	"6"	122997219	122997251	"+"	2382	"uORF"
"2383"	"ENST00000275162.10"	"6"	122997349	122997438	"+"	2383	"uORF"
"2384"	"ENST00000275169.5"	"6"	109978433	109978459	"+"	2384	"uORF"
"2385"	"ENST00000275216.3"	"6"	132646103	132646114	"-"	2385	"uORF"
"2386"	"ENST00000275216.3"	"6"	132646049	132646093	"-"	2386	"uORF"
"2387"	"ENST00000275216.3"	"6"	132646049	132646069	"-"	2387	"uORF"
"2388"	"ENST00000275227.9"	"6"	132798557	132798574	"-"	2388	"uORF"
"2389"	"ENST00000275230.6"	"6"	134052550	134052570	"-"	2389	"uORF"
"2390"	"ENST00000275230.6"	"6"	134052494	134052562	"-"	2390	"uORF"
"2391"	"ENST00000275233.12"	"6"	145964210	145964257	"-"	2391	"uORF"
"2392"	"ENST00000275233.12"	"6"	145964210	145964239	"-"	2392	"uORF"
"2393"	"ENST00000275233.12"	"6"	145963863	145964141	"-"	2393	"uORF"
"2394"	"ENST00000275233.12"	"6"	145963735	145963908	"-"	2394	"uORF"
"2395"	"ENST00000275364.8"	"7"	2844168	2844206	"-"	2395	"uORF"
"2396"	"ENST00000275560.4"	"7"	76409526	76409624	"-"	2396	"uORF"
"2397"	"ENST00000275560.4"	"7"	76404472	76409592	"-"	2397	"uORF"
"2398"	"ENST00000275560.4"	"7"	76404491	76404505	"-"	2398	"uORF"
"2399"	"ENST00000275560.4"	"7"	76404440	76404472	"-"	2399	"uORF"
"2400"	"ENST00000275605.8"	"7"	56051337	56051357	"-"	2400	"uORF"
"2401"	"ENST00000275605.8"	"7"	56051290	56051331	"-"	2401	"uORF"
"2402"	"ENST00000275605.8"	"7"	56051252	56051320	"-"	2402	"uORF"
"2403"	"ENST00000275605.8"	"7"	56051252	56051269	"-"	2403	"uORF"
"2404"	"ENST00000275605.8"	"7"	56051139	56051225	"-"	2404	"uORF"
"2405"	"ENST00000275605.8"	"7"	56051139	56051201	"-"	2405	"uORF"
"2406"	"ENST00000276054.9"	"X"	48071445	48071510	"-"	2406	"uORF"
"2407"	"ENST00000276054.9"	"X"	48071317	48071448	"-"	2407	"uORF"
"2408"	"ENST00000276054.9"	"X"	48067005	48071338	"-"	2408	"uORF"
"2409"	"ENST00000276054.9"	"X"	48067005	48071323	"-"	2409	"uORF"
"2410"	"ENST00000276054.9"	"X"	48067005	48067046	"-"	2410	"uORF"
"2411"	"ENST00000276054.9"	"X"	48067005	48067028	"-"	2411	"uORF"
"2412"	"ENST00000276054.9"	"X"	48067000	48067008	"-"	2412	"uORF"
"2413"	"ENST00000276055.4"	"X"	46573800	46573928	"+"	2413	"uORF"
"2414"	"ENST00000276127.9"	"X"	88747313	88747360	"+"	2414	"uORF"
"2415"	"ENST00000276127.9"	"X"	88747319	88747360	"+"	2415	"uORF"
"2416"	"ENST00000276127.9"	"X"	88749339	88749392	"+"	2416	"uORF"
"2417"	"ENST00000276198.6"	"X"	114584130	114584168	"+"	2417	"uORF"
"2418"	"ENST00000276198.6"	"X"	114584225	114584320	"+"	2418	"uORF"
"2419"	"ENST00000276198.6"	"X"	114584292	114584315	"+"	2419	"uORF"
"2420"	"ENST00000276198.6"	"X"	114584368	114584391	"+"	2420	"uORF"
"2421"	"ENST00000276198.6"	"X"	114726863	114726871	"+"	2421	"uORF"
"2422"	"ENST00000276198.6"	"X"	114726868	114726888	"+"	2422	"uORF"
"2423"	"ENST00000276198.6"	"X"	114726871	114726888	"+"	2423	"uORF"
"2424"	"ENST00000276202.9"	"X"	118495844	118495915	"+"	2424	"uORF"
"2425"	"ENST00000276211.10"	"X"	131058387	131081552	"+"	2425	"uORF"
"2426"	"ENST00000276211.10"	"X"	131081633	131081647	"+"	2426	"uORF"
"2427"	"ENST00000276211.10"	"X"	131081636	131081647	"+"	2427	"uORF"
"2428"	"ENST00000276241.11"	"X"	135171274	135171306	"-"	2428	"uORF"
"2429"	"ENST00000276282.7"	"8"	8893409	8893498	"-"	2429	"uORF"
"2430"	"ENST00000276282.7"	"8"	8893218	8893301	"-"	2430	"uORF"
"2431"	"ENST00000276297.9"	"8"	13514811	13514819	"-"	2431	"uORF"
"2432"	"ENST00000276297.9"	"8"	13514676	13514720	"-"	2432	"uORF"
"2433"	"ENST00000276297.9"	"8"	13514692	13514703	"-"	2433	"uORF"
"2434"	"ENST00000276297.9"	"8"	13500190	13514633	"-"	2434	"uORF"
