"transcript" "orf_type" "count"
"1518" "ENST00000296641.5" "uORF" 2
"1519" "ENST00000296682.4" "uORF" 1
"1520" "ENST00000296694.5" "uORF" 1
"1521" "ENST00000296695.10" "uORF" 1
"1522" "ENST00000296739.6" "uORF" 2
"1523" "ENST00000296785.8" "uORF" 6
"1524" "ENST00000296792.9" "start-stop" 1
"1525" "ENST00000296795.8" "uORF" 1
"1526" "ENST00000296839.5" "uORF" 3
"1527" "ENST00000296849.10" "uORF" 1
"1528" "ENST00000296861.2" "uORF" 2
"1529" "ENST00000296921.6" "uORF" 1
"1530" "ENST00000296953.6" "uORF" 1
"1531" "ENST00000296978.4" "uORF" 2
"1532" "ENST00000296980.7" "uORF" 5
"1533" "ENST00000297142.4" "uORF" 4
"1534" "ENST00000297151.9" "uORF" 1
"1535" "ENST00000297164.8" "uORF" 3
"1536" "ENST00000297203.3" "uORF" 3
"1537" "ENST00000297261.7" "uORF" 1
"1538" "ENST00000297265.5" "uORF" 1
"1539" "ENST00000297268.11" "uORF" 2
"1540" "ENST00000297293.6" "uORF" 3
"1541" "ENST00000297307.7" "uORF" 1
"1542" "ENST00000297324.5" "uORF" 2
"1543" "ENST00000297325.9" "uORF" 2
"1544" "ENST00000297373.7" "uORF" 1
"1545" "ENST00000297435.3" "uORF" 1
"1546" "ENST00000297459.4" "uORF" 1
"1547" "ENST00000297477.10" "uORF" 2
"1548" "ENST00000297494.8" "uORF" 4
"1549" "ENST00000297533.9" "uORF" 1
"1550" "ENST00000297565.9" "uORF" 3
"1551" "ENST00000297623.7" "uORF" 1
"1552" "ENST00000297625.8" "uORF" 2
"1553" "ENST00000297632.8" "uORF" 1
"1554" "ENST00000297661.9" "uORF" 1
"1555" "ENST00000297689.4" "uORF" 1
"1556" "ENST00000297784.10" "uORF" 12
"1557" "ENST00000297788.9" "uORF" 1
"1558" "ENST00000297814.7" "uORF" 1
"1559" "ENST00000297848.8" "start-stop" 1
"1560" "ENST00000297875.7" "uORF" 1
"1561" "ENST00000297904.4" "uORF" 6
"1562" "ENST00000297933.11" "uORF" 1
"1563" "ENST00000297988.6" "uORF" 1
"1564" "ENST00000297990.9" "uORF" 1
"1565" "ENST00000297994.4" "uORF" 1
"1566" "ENST00000298050.9" "start-stop" 1
"1567" "ENST00000298119.9" "start-stop" 2
"1568" "ENST00000298119.9" "uORF" 16
"1569" "ENST00000298139.7" "uORF" 2
"1570" "ENST00000298171.7" "uORF" 2
"1571" "ENST00000298181.6" "uORF" 1
"1572" "ENST00000298198.5" "uORF" 1
"1573" "ENST00000298229.7" "uORF" 1
"1574" "ENST00000298282.14" "start-stop" 1
"1575" "ENST00000298282.14" "uORF" 2
"1576" "ENST00000298288.11" "uORF" 1
"1577" "ENST00000298299.4" "uORF" 1
"1578" "ENST00000298316.7" "uORF" 2
"1579" "ENST00000298352.5" "uORF" 1
"1580" "ENST00000298386.7" "uORF" 1
"1581" "ENST00000298542.9" "uORF" 2
"1582" "ENST00000298552.9" "uORF" 3
"1583" "ENST00000298569.9" "uORF" 3
"1584" "ENST00000298573.9" "start-stop" 2
"1585" "ENST00000298573.9" "uORF" 11
"1586" "ENST00000298699.7" "uORF" 2
"1587" "ENST00000298738.3" "uORF" 1
"1588" "ENST00000298743.9" "uORF" 3
"1589" "ENST00000298767.10" "uORF" 2
"1590" "ENST00000298815.13" "uORF" 2
"1591" "ENST00000298832.14" "uORF" 2
"1592" "ENST00000298854.7" "uORF" 1
"1593" "ENST00000298875.9" "uORF" 1
"1594" "ENST00000298999.8" "uORF" 3
"1595" "ENST00000299001.11" "uORF" 1
"1596" "ENST00000299045.8" "uORF" 1
"1597" "ENST00000299084.9" "uORF" 1
"1598" "ENST00000299088.11" "uORF" 7
"1599" "ENST00000299162.10" "uORF" 1
"1600" "ENST00000299191.4" "uORF" 1
"1601" "ENST00000299192.8" "uORF" 1
"1602" "ENST00000299194.6" "uORF" 3
"1603" "ENST00000299204.6" "uORF" 1
"1604" "ENST00000299237.3" "start-stop" 1
"1605" "ENST00000299237.3" "uORF" 7
"1606" "ENST00000299295.7" "uORF" 1
"1607" "ENST00000299314.12" "uORF" 2
"1608" "ENST00000299320.10" "start-stop" 1
"1609" "ENST00000299320.10" "uORF" 1
"1610" "ENST00000299333.8" "uORF" 1
"1611" "ENST00000299441.5" "uORF" 1
"1612" "ENST00000299443.6" "uORF" 1
"1613" "ENST00000299481.5" "uORF" 1
"1614" "ENST00000299492.9" "uORF" 1
"1615" "ENST00000299505.8" "uORF" 6
"1616" "ENST00000299565.9" "uORF" 1
"1617" "ENST00000299633.7" "uORF" 1
"1618" "ENST00000299642.10" "start-stop" 1
"1619" "ENST00000299665.3" "start-stop" 1
"1620" "ENST00000299665.3" "uORF" 1
"1621" "ENST00000299687.10" "uORF" 1
"1622" "ENST00000299709.8" "uORF" 3
"1623" "ENST00000299721.3" "uORF" 3
"1624" "ENST00000299727.5" "uORF" 1
"1625" "ENST00000299766.5" "start-stop" 1
"1626" "ENST00000299766.5" "uORF" 9
"1627" "ENST00000299824.6" "uORF" 1
"1628" "ENST00000299847.7" "uORF" 4
"1629" "ENST00000299853.10" "uORF" 1
"1630" "ENST00000299882.11" "uORF" 1
"1631" "ENST00000299964.4" "uORF" 2
"1632" "ENST00000300006.9" "uORF" 1
"1633" "ENST00000300055.10" "uORF" 1
"1634" "ENST00000300069.5" "start-stop" 1
"1635" "ENST00000300098.3" "uORF" 1
"1636" "ENST00000300101.3" "uORF" 2
"1637" "ENST00000300105.7" "uORF" 6
"1638" "ENST00000300119.8" "uORF" 2
"1639" "ENST00000300134.8" "uORF" 2
"1640" "ENST00000300141.11" "uORF" 1
"1641" "ENST00000300176.9" "uORF" 1
"1642" "ENST00000300181.7" "uORF" 5
"1643" "ENST00000300187.11" "start-stop" 1
"1644" "ENST00000300187.11" "uORF" 2
"1645" "ENST00000300190.7" "uORF" 1
"1646" "ENST00000300226.7" "start-stop" 1
"1647" "ENST00000300231.6" "uORF" 2
"1648" "ENST00000300255.7" "start-stop" 1
"1649" "ENST00000300258.8" "uORF" 3
"1650" "ENST00000300291.10" "uORF" 1
"1651" "ENST00000300303.7" "uORF" 1
"1652" "ENST00000300403.11" "uORF" 1
"1653" "ENST00000300408.8" "uORF" 1
"1654" "ENST00000300456.5" "uORF" 1
"1655" "ENST00000300504.7" "uORF" 1
"1656" "ENST00000300571.7" "start-stop" 1
"1657" "ENST00000300576.6" "uORF" 3
"1658" "ENST00000300651.11" "uORF" 1
"1659" "ENST00000300747.10" "uORF" 1
"1660" "ENST00000300778.4" "uORF" 2
"1661" "ENST00000300835.9" "uORF" 1
"1662" "ENST00000300849.5" "uORF" 4
"1663" "ENST00000300850.5" "uORF" 1
"1664" "ENST00000300896.9" "uORF" 1
"1665" "ENST00000301011.10" "uORF" 1
"1666" "ENST00000301015.14" "uORF" 1
"1667" "ENST00000301030.10" "uORF" 6
"1668" "ENST00000301061.9" "uORF" 1
"1669" "ENST00000301067.12" "uORF" 5
"1670" "ENST00000301180.10" "uORF" 1
"1671" "ENST00000301200.3" "uORF" 1
"1672" "ENST00000301215.8" "uORF" 1
"1673" "ENST00000301295.11" "start-stop" 1
"1674" "ENST00000301295.11" "uORF" 4
"1675" "ENST00000301327.5" "uORF" 1
"1676" "ENST00000301391.8" "uORF" 1
"1677" "ENST00000301732.10" "uORF" 3
"1678" "ENST00000301744.7" "uORF" 1
"1679" "ENST00000301831.9" "start-stop" 1
"1680" "ENST00000301831.9" "uORF" 2
"1681" "ENST00000301843.13" "uORF" 1
"1682" "ENST00000301904.4" "uORF" 2
"1683" "ENST00000301905.9" "uORF" 1
"1684" "ENST00000301919.9" "uORF" 17
"1685" "ENST00000301981.8" "uORF" 1
"1686" "ENST00000301998.5" "uORF" 1
"1687" "ENST00000302040.6" "uORF" 9
"1688" "ENST00000302057.6" "uORF" 1
"1689" "ENST00000302085.9" "uORF" 1
"1690" "ENST00000302097.3" "uORF" 1
"1691" "ENST00000302101.6" "uORF" 4
"1692" "ENST00000302103.6" "start-stop" 1
"1693" "ENST00000302103.6" "uORF" 3
"1694" "ENST00000302118.5" "uORF" 1
"1695" "ENST00000302174.9" "uORF" 1
"1696" "ENST00000302236.10" "uORF" 1
"1697" "ENST00000302259.5" "uORF" 2
"1698" "ENST00000302262.8" "uORF" 1
"1699" "ENST00000302274.8" "start-stop" 1
"1700" "ENST00000302274.8" "uORF" 2
"1701" "ENST00000302277.7" "uORF" 2
"1702" "ENST00000302326.5" "start-stop" 1
"1703" "ENST00000302326.5" "uORF" 3
"1704" "ENST00000302328.9" "start-stop" 1
"1705" "ENST00000302328.9" "uORF" 4
"1706" "ENST00000302418.5" "uORF" 3
"1707" "ENST00000302451.9" "uORF" 1
"1708" "ENST00000302472.4" "uORF" 1
"1709" "ENST00000302516.10" "uORF" 2
"1710" "ENST00000302517.8" "start-stop" 1
"1711" "ENST00000302517.8" "uORF" 2
"1712" "ENST00000302538.10" "uORF" 1
"1713" "ENST00000302541.11" "uORF" 1
"1714" "ENST00000302550.16" "uORF" 1
"1715" "ENST00000302555.10" "uORF" 2
"1716" "ENST00000302584.5" "uORF" 4
"1717" "ENST00000302632.4" "uORF" 2
"1718" "ENST00000302681.3" "uORF" 3
"1719" "ENST00000302692.7" "uORF" 1
"1720" "ENST00000302708.9" "uORF" 1
"1721" "ENST00000302819.10" "uORF" 1
"1722" "ENST00000302850.10" "uORF" 1
"1723" "ENST00000302851.8" "uORF" 2
"1724" "ENST00000302926.7" "uORF" 1
"1725" "ENST00000302946.13" "uORF" 3
"1726" "ENST00000302979.5" "uORF" 1
"1727" "ENST00000303045.11" "uORF" 2
"1728" "ENST00000303052.13" "uORF" 3
"1729" "ENST00000303077.7" "uORF" 2
"1730" "ENST00000303204.9" "uORF" 2
"1731" "ENST00000303212.3" "start-stop" 1
"1732" "ENST00000303212.3" "uORF" 6
"1733" "ENST00000303251.11" "uORF" 1
"1734" "ENST00000303254.4" "uORF" 1
"1735" "ENST00000303296.9" "uORF" 4
"1736" "ENST00000303319.10" "uORF" 1
"1737" "ENST00000303372.7" "uORF" 1
"1738" "ENST00000303407.12" "uORF" 2
"1739" "ENST00000303450.5" "start-stop" 1
"1740" "ENST00000303460.5" "uORF" 2
"1741" "ENST00000303538.13" "uORF" 2
"1742" "ENST00000303592.3" "start-stop" 1
"1743" "ENST00000303694.6" "uORF" 1
"1744" "ENST00000303714.9" "uORF" 1
"1745" "ENST00000303728.5" "uORF" 2
"1746" "ENST00000303786.5" "uORF" 3
"1747" "ENST00000303804.5" "uORF" 2
"1748" "ENST00000303921.3" "start-stop" 2
"1749" "ENST00000303921.3" "uORF" 3
"1750" "ENST00000303924.5" "uORF" 2
"1751" "ENST00000303961.9" "uORF" 2
"1752" "ENST00000304032.13" "uORF" 3
"1753" "ENST00000304056.9" "uORF" 6
"1754" "ENST00000304062.11" "uORF" 1
"1755" "ENST00000304081.9" "uORF" 2
"1756" "ENST00000304084.13" "uORF" 1
"1757" "ENST00000304101.9" "uORF" 3
"1758" "ENST00000304195.8" "uORF" 2
"1759" "ENST00000304222.3" "uORF" 2
"1760" "ENST00000304236.2" "uORF" 3
"1761" "ENST00000304271.11" "uORF" 3
"1762" "ENST00000304283.9" "uORF" 2
"1763" "ENST00000304330.9" "uORF" 1
"1764" "ENST00000304337.3" "uORF" 9
"1765" "ENST00000304361.9" "uORF" 1
"1766" "ENST00000304374.4" "uORF" 2
"1767" "ENST00000304402.6" "start-stop" 1
"1768" "ENST00000304402.6" "uORF" 31
"1769" "ENST00000304411.3" "uORF" 1
"1770" "ENST00000304511.7" "uORF" 1
"1771" "ENST00000304523.10" "uORF" 1
"1772" "ENST00000304543.10" "uORF" 1
"1773" "ENST00000304546.6" "uORF" 1
"1774" "ENST00000304593.14" "uORF" 2
"1775" "ENST00000304613.8" "uORF" 1
"1776" "ENST00000304623.13" "uORF" 1
"1777" "ENST00000304636.9" "uORF" 2
"1778" "ENST00000304658.10" "uORF" 5
"1779" "ENST00000304720.3" "uORF" 1
"1780" "ENST00000304743.7" "uORF" 1
"1781" "ENST00000304771.8" "uORF" 3
"1782" "ENST00000304790.3" "uORF" 3
"1783" "ENST00000304800.14" "uORF" 1
"1784" "ENST00000304842.6" "uORF" 3
"1785" "ENST00000304883.3" "start-stop" 1
"1786" "ENST00000304916.4" "uORF" 3
"1787" "ENST00000304936.4" "uORF" 1
"1788" "ENST00000305097.6" "uORF" 3
"1789" "ENST00000305103.4" "uORF" 1
"1790" "ENST00000305123.6" "uORF" 5
"1791" "ENST00000305242.10" "uORF" 1
"1792" "ENST00000305249.10" "uORF" 3
"1793" "ENST00000305344.7" "uORF" 3
"1794" "ENST00000305352.7" "uORF" 1
"1795" "ENST00000305363.9" "start-stop" 1
"1796" "ENST00000305386.4" "uORF" 6
"1797" "ENST00000305409.3" "uORF" 1
"1798" "ENST00000305447.5" "uORF" 6
"1799" "ENST00000305454.8" "uORF" 1
"1800" "ENST00000305596.8" "start-stop" 1
"1801" "ENST00000305596.8" "uORF" 1
"1802" "ENST00000305815.10" "uORF" 3
"1803" "ENST00000305866.10" "uORF" 1
"1804" "ENST00000305877.13" "uORF" 1
"1805" "ENST00000305901.7" "start-stop" 1
"1806" "ENST00000305901.7" "uORF" 1
"1807" "ENST00000305949.6" "uORF" 1
"1808" "ENST00000305988.6" "uORF" 1
"1809" "ENST00000306052.12" "uORF" 1
"1810" "ENST00000306065.9" "start-stop" 1
"1811" "ENST00000306065.9" "uORF" 2
"1812" "ENST00000306085.11" "uORF" 1
"1813" "ENST00000306087.3" "uORF" 1
"1814" "ENST00000306107.9" "uORF" 1
"1815" "ENST00000306156.8" "uORF" 2
"1816" "ENST00000306270.12" "uORF" 5
"1817" "ENST00000306279.4" "uORF" 1
"1818" "ENST00000306312.8" "uORF" 1
"1819" "ENST00000306318.5" "uORF" 1
"1820" "ENST00000306324.4" "uORF" 1
"1821" "ENST00000306378.11" "uORF" 1
"1822" "ENST00000306422.5" "uORF" 1
"1823" "ENST00000306494.11" "start-stop" 1
"1824" "ENST00000306494.11" "uORF" 23
"1825" "ENST00000306507.7" "uORF" 6
"1826" "ENST00000306562.8" "uORF" 6
"1827" "ENST00000306609.5" "uORF" 5
"1828" "ENST00000306675.5" "uORF" 2
"1829" "ENST00000306801.8" "uORF" 6
"1830" "ENST00000306846.8" "uORF" 1
"1831" "ENST00000306851.10" "uORF" 1
"1832" "ENST00000306858.8" "uORF" 2
"1833" "ENST00000306910.9" "uORF" 1
"1834" "ENST00000306917.5" "uORF" 1
"1835" "ENST00000306960.4" "uORF" 2
"1836" "ENST00000307003.3" "uORF" 2
"1837" "ENST00000307017.9" "uORF" 2
"1838" "ENST00000307050.6" "uORF" 2
"1839" "ENST00000307078.10" "uORF" 2
"1840" "ENST00000307128.6" "uORF" 1
"1841" "ENST00000307142.9" "uORF" 1
"1842" "ENST00000307145.4" "uORF" 3
"1843" "ENST00000307161.5" "uORF" 1
"1844" "ENST00000307179.9" "uORF" 1
"1845" "ENST00000307271.4" "start-stop" 1
"1846" "ENST00000307271.4" "uORF" 2
"1847" "ENST00000307340.8" "uORF" 5
"1848" "ENST00000307358.7" "start-stop" 1
"1849" "ENST00000307358.7" "uORF" 1
"1850" "ENST00000307360.6" "uORF" 2
"1851" "ENST00000307388.2" "uORF" 1
"1852" "ENST00000307393.3" "uORF" 1
"1853" "ENST00000307439.10" "uORF" 1
"1854" "ENST00000307450.11" "uORF" 1
"1855" "ENST00000307465.9" "uORF" 4
"1856" "ENST00000307471.8" "uORF" 2
"1857" "ENST00000307522.5" "uORF" 2
"1858" "ENST00000307534.10" "uORF" 1
"1859" "ENST00000307658.12" "uORF" 2
"1860" "ENST00000307659.6" "start-stop" 1
"1861" "ENST00000307659.6" "uORF" 10
"1862" "ENST00000307662.5" "uORF" 3
"1863" "ENST00000307677.5" "uORF" 3
"1864" "ENST00000307712.11" "uORF" 1
"1865" "ENST00000307719.9" "uORF" 1
"1866" "ENST00000307729.12" "uORF" 2
"1867" "ENST00000307765.10" "uORF" 1
"1868" "ENST00000307826.5" "uORF" 1
"1869" "ENST00000307844.4" "uORF" 3
"1870" "ENST00000307845.8" "uORF" 2
"1871" "ENST00000307959.9" "start-stop" 1
"1872" "ENST00000307972.10" "uORF" 2
"1873" "ENST00000308020.6" "uORF" 1
"1874" "ENST00000308022.7" "uORF" 1
"1875" "ENST00000308025.8" "uORF" 1
"1876" "ENST00000308062.8" "start-stop" 1
"1877" "ENST00000308064.7" "uORF" 3
"1878" "ENST00000308128.9" "uORF" 1
"1879" "ENST00000308132.11" "uORF" 2
"1880" "ENST00000308158.10" "uORF" 1
"1881" "ENST00000308167.10" "uORF" 1
"1882" "ENST00000308177.5" "uORF" 1
"1883" "ENST00000308227.2" "uORF" 2
"1884" "ENST00000308251.6" "uORF" 4
"1885" "ENST00000308259.10" "uORF" 2
"1886" "ENST00000308275.8" "uORF" 1
"1887" "ENST00000308284.11" "start-stop" 1
"1888" "ENST00000308284.11" "uORF" 3
"1889" "ENST00000308293.6" "uORF" 4
"1890" "ENST00000308302.4" "uORF" 1
"1891" "ENST00000308394.9" "uORF" 1
"1892" "ENST00000308478.10" "start-stop" 1
"1893" "ENST00000308478.10" "uORF" 15
"1894" "ENST00000308497.9" "start-stop" 1
"1895" "ENST00000308497.9" "uORF" 14
"1896" "ENST00000308527.6" "start-stop" 1
"1897" "ENST00000308527.6" "uORF" 4
"1898" "ENST00000308528.9" "uORF" 7
"1899" "ENST00000308595.10" "uORF" 1
"1900" "ENST00000308611.8" "uORF" 2
"1901" "ENST00000308618.5" "uORF" 2
"1902" "ENST00000308641.6" "start-stop" 1
"1903" "ENST00000308641.6" "uORF" 4
"1904" "ENST00000308660.6" "uORF" 3
"1905" "ENST00000308666.4" "uORF" 3
"1906" "ENST00000308731.8" "uORF" 2
"1907" "ENST00000308775.7" "uORF" 1
"1908" "ENST00000308873.11" "uORF" 1
"1909" "ENST00000308874.12" "uORF" 3
"1910" "ENST00000308973.9" "start-stop" 1
"1911" "ENST00000308973.9" "uORF" 8
"1912" "ENST00000308979.7" "uORF" 5
"1913" "ENST00000309035.11" "start-stop" 1
"1914" "ENST00000309035.11" "uORF" 3
"1915" "ENST00000309042.12" "uORF" 1
"1916" "ENST00000309061.12" "start-stop" 1
"1917" "ENST00000309100.8" "uORF" 3
"1918" "ENST00000309170.8" "uORF" 7
"1919" "ENST00000309180.6" "start-stop" 1
"1920" "ENST00000309180.6" "uORF" 2
"1921" "ENST00000309235.6" "uORF" 2
"1922" "ENST00000309285.4" "start-stop" 1
"1923" "ENST00000309285.4" "uORF" 2
"1924" "ENST00000309295.9" "uORF" 1
"1925" "ENST00000309315.9" "uORF" 2
"1926" "ENST00000309318.8" "uORF" 1
"1927" "ENST00000309377.9" "uORF" 1
"1928" "ENST00000309383.6" "uORF" 3
"1929" "ENST00000309384.3" "uORF" 2
"1930" "ENST00000309415.8" "uORF" 1
"1931" "ENST00000309422.7" "uORF" 1
"1932" "ENST00000309446.11" "uORF" 2
"1933" "ENST00000309447.6" "uORF" 1
"1934" "ENST00000309469.9" "uORF" 2
"1935" "ENST00000309575.5" "uORF" 2
"1936" "ENST00000309602.5" "start-stop" 1
"1937" "ENST00000309602.5" "uORF" 3
"1938" "ENST00000309660.10" "uORF" 1
"1939" "ENST00000309683.11" "uORF" 1
"1940" "ENST00000309755.9" "uORF" 3
"1941" "ENST00000309868.12" "uORF" 4
"1942" "ENST00000309955.8" "uORF" 2
"1943" "ENST00000309979.11" "start-stop" 1
"1944" "ENST00000309979.11" "uORF" 6
"1945" "ENST00000309982.10" "uORF" 1
"1946" "ENST00000309983.5" "uORF" 2
"1947" "ENST00000309993.3" "uORF" 7
"1948" "ENST00000310015.12" "uORF" 1
"1949" "ENST00000310018.7" "start-stop" 1
"1950" "ENST00000310018.7" "uORF" 3
"1951" "ENST00000310045.9" "start-stop" 1
"1952" "ENST00000310045.9" "uORF" 23
"1953" "ENST00000310123.8" "uORF" 1
"1954" "ENST00000310127.10" "uORF" 1
"1955" "ENST00000310128.9" "uORF" 2
"1956" "ENST00000310132.11" "uORF" 1
"1957" "ENST00000310169.3" "uORF" 1
"1958" "ENST00000310227.3" "uORF" 1
"1959" "ENST00000310357.8" "uORF" 3
"1960" "ENST00000310380.11" "uORF" 1
"1961" "ENST00000310392.5" "uORF" 1
"1962" "ENST00000310396.10" "uORF" 8
"1963" "ENST00000310421.5" "uORF" 1
"1964" "ENST00000310441.12" "uORF" 7
"1965" "ENST00000310521.6" "uORF" 2
"1966" "ENST00000310544.9" "uORF" 1
"1967" "ENST00000310546.3" "uORF" 2
"1968" "ENST00000310574.8" "uORF" 2
"1969" "ENST00000310613.8" "uORF" 2
"1970" "ENST00000310754.5" "uORF" 2
"1971" "ENST00000310758.9" "uORF" 2
"1972" "ENST00000310791.4" "uORF" 2
"1973" "ENST00000310803.10" "uORF" 1
"1974" "ENST00000310823.8" "start-stop" 1
"1975" "ENST00000310826.10" "uORF" 3
"1976" "ENST00000310842.9" "uORF" 2
"1977" "ENST00000310850.9" "uORF" 1
"1978" "ENST00000310864.11" "uORF" 1
"1979" "ENST00000310903.10" "uORF" 1
"1980" "ENST00000310914.10" "start-stop" 2
"1981" "ENST00000310914.10" "uORF" 2
"1982" "ENST00000310931.10" "uORF" 3
"1983" "ENST00000310999.11" "uORF" 1
"1984" "ENST00000311008.16" "uORF" 2
"1985" "ENST00000311066.10" "start-stop" 1
"1986" "ENST00000311066.10" "uORF" 1
"1987" "ENST00000311069.6" "uORF" 2
"1988" "ENST00000311117.8" "uORF" 3
"1989" "ENST00000311127.9" "start-stop" 1
"1990" "ENST00000311160.14" "start-stop" 1
"1991" "ENST00000311160.14" "uORF" 1
"1992" "ENST00000311180.9" "uORF" 1
"1993" "ENST00000311268.8" "uORF" 7
"1994" "ENST00000311269.10" "uORF" 1
"1995" "ENST00000311303.8" "uORF" 6
"1996" "ENST00000311350.8" "uORF" 1
"1997" "ENST00000311351.9" "uORF" 1
"1998" "ENST00000311413.5" "uORF" 2
"1999" "ENST00000311445.7" "uORF" 2
"2000" "ENST00000311450.9" "start-stop" 3
"2001" "ENST00000311450.9" "uORF" 27
"2002" "ENST00000311502.12" "uORF" 2
"2003" "ENST00000311630.7" "uORF" 1
"2004" "ENST00000311638.7" "uORF" 1
"2005" "ENST00000311659.5" "uORF" 1
"2006" "ENST00000311755.6" "uORF" 7
"2007" "ENST00000311812.7" "uORF" 1
"2008" "ENST00000311916.8" "uORF" 11
"2009" "ENST00000311956.9" "uORF" 1
"2010" "ENST00000312006.5" "uORF" 1
"2011" "ENST00000312504.10" "uORF" 14
"2012" "ENST00000312521.9" "uORF" 1
"2013" "ENST00000312527.9" "uORF" 5
"2014" "ENST00000312541.10" "uORF" 1
"2015" "ENST00000312561.9" "uORF" 4
"2016" "ENST00000312637.5" "uORF" 1
"2017" "ENST00000312719.10" "start-stop" 1
"2018" "ENST00000312719.10" "uORF" 5
"2019" "ENST00000312726.9" "uORF" 2
"2020" "ENST00000312814.11" "uORF" 4
"2021" "ENST00000312828.4" "uORF" 3
"2022" "ENST00000312849.4" "uORF" 4
"2023" "ENST00000312916.12" "uORF" 1
"2024" "ENST00000312942.2" "uORF" 1
"2025" "ENST00000313005.11" "start-stop" 1
"2026" "ENST00000313005.11" "uORF" 3
"2027" "ENST00000313028.12" "uORF" 1
"2028" "ENST00000313040.12" "uORF" 2
"2029" "ENST00000313093.7" "uORF" 1
"2030" "ENST00000313135.5" "uORF" 1
"2031" "ENST00000313173.6" "uORF" 2
"2032" "ENST00000313182.7" "uORF" 1
"2033" "ENST00000313237.10" "uORF" 1
"2034" "ENST00000313324.9" "uORF" 4
"2035" "ENST00000313349.3" "start-stop" 1
"2036" "ENST00000313349.3" "uORF" 3
"2037" "ENST00000313367.7" "uORF" 2
"2038" "ENST00000313368.8" "uORF" 2
"2039" "ENST00000313421.11" "uORF" 1
"2040" "ENST00000313503.2" "start-stop" 1
"2041" "ENST00000313503.2" "uORF" 4
"2042" "ENST00000313732.9" "uORF" 6
"2043" "ENST00000313733.9" "uORF" 3
"2044" "ENST00000313735.11" "uORF" 1
"2045" "ENST00000313766.6" "uORF" 4
"2046" "ENST00000313777.9" "uORF" 1
"2047" "ENST00000313835.14" "uORF" 1
"2048" "ENST00000313851.3" "uORF" 1
"2049" "ENST00000313965.4" "uORF" 1
"2050" "ENST00000314011.9" "uORF" 3
"2051" "ENST00000314028.11" "uORF" 2
"2052" "ENST00000314032.9" "uORF" 2
"2053" "ENST00000314073.10" "uORF" 2
"2054" "ENST00000314134.4" "start-stop" 1
"2055" "ENST00000314134.4" "uORF" 4
"2056" "ENST00000314167.9" "uORF" 1
"2057" "ENST00000314218.8" "uORF" 1
"2058" "ENST00000314228.10" "uORF" 5
"2059" "ENST00000314254.3" "uORF" 7
"2060" "ENST00000314256.12" "uORF" 2
"2061" "ENST00000314259.5" "uORF" 2
"2062" "ENST00000314289.13" "uORF" 2
"2063" "ENST00000314328.14" "uORF" 3
"2064" "ENST00000314391.3" "uORF" 1
"2065" "ENST00000314393.6" "start-stop" 1
"2066" "ENST00000314393.6" "uORF" 4
"2067" "ENST00000314446.10" "uORF" 2
"2068" "ENST00000314537.10" "uORF" 1
"2069" "ENST00000314556.4" "uORF" 1
"2070" "ENST00000314673.8" "uORF" 1
"2071" "ENST00000314727.9" "uORF" 2
"2072" "ENST00000314728.10" "uORF" 5
"2073" "ENST00000314742.13" "uORF" 1
"2074" "ENST00000315005.8" "start-stop" 1
"2075" "ENST00000315005.8" "uORF" 1
"2076" "ENST00000315033.5" "uORF" 4
"2077" "ENST00000315073.10" "uORF" 4
"2078" "ENST00000315087.12" "uORF" 2
"2079" "ENST00000315099.3" "uORF" 2
"2080" "ENST00000315127.9" "uORF" 1
"2081" "ENST00000315190.4" "uORF" 2
"2082" "ENST00000315251.11" "start-stop" 1
"2083" "ENST00000315251.11" "uORF" 2
"2084" "ENST00000315322.10" "uORF" 1
"2085" "ENST00000315366.8" "uORF" 2
"2086" "ENST00000315436.8" "uORF" 2
"2087" "ENST00000315576.8" "uORF" 2
"2088" "ENST00000315626.6" "uORF" 1
"2089" "ENST00000315677.8" "uORF" 3
"2090" "ENST00000315678.10" "uORF" 7
"2091" "ENST00000315732.3" "uORF" 1
"2092" "ENST00000315869.8" "uORF" 1
"2093" "ENST00000315872.11" "uORF" 1
"2094" "ENST00000315930.11" "uORF" 3
"2095" "ENST00000315938.5" "uORF" 4
"2096" "ENST00000315939.11" "uORF" 4
"2097" "ENST00000315948.11" "uORF" 1
"2098" "ENST00000315962.9" "uORF" 1
"2099" "ENST00000316045.10" "uORF" 8
"2100" "ENST00000316105.7" "uORF" 1
"2101" "ENST00000316149.8" "uORF" 2
"2102" "ENST00000316157.8" "uORF" 1
"2103" "ENST00000316334.5" "uORF" 1
"2104" "ENST00000316355.10" "uORF" 2
"2105" "ENST00000316361.10" "start-stop" 1
"2106" "ENST00000316361.10" "uORF" 6
"2107" "ENST00000316407.9" "uORF" 2
"2108" "ENST00000316428.10" "start-stop" 1
"2109" "ENST00000316433.9" "uORF" 2
"2110" "ENST00000316461.9" "uORF" 1
"2111" "ENST00000316470.9" "uORF" 1
"2112" "ENST00000316495.8" "uORF" 1
"2113" "ENST00000316529.3" "uORF" 1
"2114" "ENST00000316549.11" "uORF" 1
"2115" "ENST00000316554.5" "uORF" 1
"2116" "ENST00000316586.9" "uORF" 1
"2117" "ENST00000316634.6" "start-stop" 1
"2118" "ENST00000316649.10" "start-stop" 1
"2119" "ENST00000316752.11" "uORF" 2
"2120" "ENST00000316754.8" "start-stop" 1
"2121" "ENST00000316754.8" "uORF" 6
